episode,score,steps,epsilon,loss,avg_q
82,41,11,0.9688,4.4787,14.4665
83,58,12,0.9685,4.8400,15.6524
84,42,9,0.9681,5.4494,15.1773
85,101,15,0.9677,4.9762,13.8680
86,58,14,0.9673,5.4487,15.1089
87,91,14,0.9669,6.7329,23.7433
88,37,8,0.9666,4.8177,23.7411
89,54,12,0.9662,4.2374,20.9256
90,36,9,0.9658,5.4121,21.9164
91,35,10,0.9654,4.4704,21.2887
92,82,13,0.9650,4.6833,22.4206
93,31,8,0.9647,4.2877,21.2024
94,35,8,0.9643,4.5737,22.1162
95,50,11,0.9639,4.4064,22.3941
96,58,11,0.9635,5.0537,21.9863
97,32,9,0.9631,5.3079,22.8360
98,41,10,0.9628,4.2621,21.7708
99,42,10,0.9624,4.8730,22.9589
100,35,9,0.9620,4.8450,21.8467
101,212,24,0.9616,4.8077,19.8836
102,52,12,0.9612,4.7745,20.3111
103,43,11,0.9609,4.9160,20.4612
104,127,17,0.9605,3.8819,21.7434
105,40,12,0.9601,4.6402,19.7860
106,52,11,0.9597,4.9036,23.2341
107,31,8,0.9593,4.1812,22.7320
108,33,9,0.9590,4.8279,22.4904
109,31,8,0.9586,4.7021,22.8157
110,30,8,0.9582,4.2370,21.9686
111,44,9,0.9578,4.8737,23.5328
112,59,11,0.9574,3.9342,20.9792
113,45,9,0.9571,4.6690,21.7956
114,160,15,0.9567,4.4161,19.6098
115,86,13,0.9563,4.8297,21.0866
116,36,9,0.9559,5.4836,21.8974
117,85,15,0.9555,4.3677,19.4808
118,37,9,0.9552,3.9854,21.3525
119,38,10,0.9548,4.8781,20.9777
120,74,14,0.9544,4.1207,20.7320
121,36,9,0.9540,5.7116,21.4886
122,41,11,0.9536,4.2693,20.6050
123,43,8,0.9533,5.0118,22.1302
124,36,9,0.9529,4.7889,22.7913
125,41,12,0.9525,5.1800,21.0810
126,46,9,0.9521,5.2040,21.7944
127,38,9,0.9517,4.8757,20.7594
128,54,10,0.9514,3.4397,20.8764
129,59,12,0.9510,4.4968,20.9901
130,54,12,0.9506,4.3993,20.5549
131,32,6,0.9502,3.5934,23.9423
132,20,7,0.9498,4.8426,23.1794
133,55,11,0.9495,6.5331,19.8093
134,37,11,0.9491,6.5818,26.6649
135,28,7,0.9487,5.7443,25.9704
136,52,9,0.9483,4.2861,28.9186
137,53,10,0.9479,6.4093,25.7585
138,41,11,0.9476,5.5938,26.2903
139,77,14,0.9472,5.2862,25.1922
140,43,9,0.9468,4.6715,27.3586
141,33,7,0.9464,5.8517,28.0106
142,30,6,0.9460,4.1086,30.2972
143,59,13,0.9457,4.6195,24.6505
144,32,9,0.9453,4.9115,27.0019
145,39,8,0.9449,3.7582,28.3221
146,38,10,0.9445,5.1844,26.9364
147,119,16,0.9441,5.1514,23.6427
148,65,16,0.9438,5.1713,25.0047
149,59,13,0.9434,4.8206,24.3059
150,43,11,0.9430,5.1020,26.8343
151,49,10,0.9426,4.2635,25.0104
152,130,19,0.9422,4.3889,24.4588
153,59,13,0.9419,4.7338,25.0830
154,39,8,0.9415,5.5192,29.2937
155,77,14,0.9411,4.1242,28.2108
156,80,11,0.9407,5.1508,29.0297
157,37,10,0.9403,5.4816,27.4313
158,44,11,0.9400,5.1947,25.4769
159,28,7,0.9396,5.5445,27.2217
160,56,12,0.9392,4.5708,26.2378
161,34,9,0.9388,4.3391,27.9111
162,79,11,0.9384,4.9123,25.8964
163,39,10,0.9381,4.9936,26.9156
164,164,20,0.9377,4.5389,25.1639
165,214,27,0.9373,5.0726,23.8412
166,44,10,0.9369,4.3167,25.6197
167,48,9,0.9365,5.2916,27.4725
168,46,10,0.9362,4.7583,26.9770
169,27,7,0.9358,3.9234,25.4451
170,35,9,0.9354,6.1074,27.0610
171,53,12,0.9350,6.0664,26.0869
172,35,8,0.9346,4.2539,27.4495
173,35,10,0.9343,3.9909,25.1043
174,33,7,0.9339,4.7642,29.0767
175,29,7,0.9335,2.6283,26.6156
176,38,9,0.9331,4.5841,27.8987
177,25,6,0.9327,5.4049,27.9703
178,40,12,0.9324,4.8057,26.1474
179,36,10,0.9320,5.8487,26.6064
180,41,10,0.9316,5.6547,31.8074
181,64,15,0.9312,5.2811,29.6625
182,38,10,0.9308,4.4089,30.1099
183,37,9,0.9305,6.1329,31.7187
184,54,12,0.9301,5.2477,30.3870
185,52,10,0.9297,3.8798,32.2134
186,36,11,0.9293,4.6945,31.4935
187,41,11,0.9289,4.8110,30.6306
188,37,10,0.9286,4.6282,32.8824
189,40,10,0.9282,3.4069,31.6127
190,51,10,0.9278,5.5494,31.4032
191,40,11,0.9274,5.3741,30.4255
192,50,10,0.9270,4.3620,32.7138
193,36,9,0.9267,3.9506,33.1787
194,58,10,0.9263,5.0758,33.1197
195,38,9,0.9259,5.8594,32.1522
196,32,8,0.9255,5.0824,30.6273
197,42,12,0.9251,4.5373,30.2209
198,61,10,0.9248,6.2761,30.8915
199,109,13,0.9244,4.6673,33.5415
200,42,12,0.9240,4.6955,30.0199
201,35,8,0.9236,5.7638,35.0729
202,69,12,0.9232,4.5935,30.5346
203,141,19,0.9229,5.0531,29.5662
204,64,14,0.9225,5.6409,30.8775
205,43,8,0.9221,4.2296,32.0527
206,32,9,0.9217,3.6993,32.6082
207,43,8,0.9213,4.4404,34.0715
208,30,9,0.9210,6.2724,32.4021
209,179,20,0.9206,4.2211,29.7643
210,39,10,0.9202,6.2200,31.6191
211,34,6,0.9198,4.5737,35.4629
212,85,13,0.9194,5.7473,32.8901
213,86,13,0.9191,4.2288,30.7525
214,41,12,0.9187,4.2290,32.0871
215,33,9,0.9183,6.4651,31.1670
216,191,22,0.9179,4.3611,29.5896
217,83,14,0.9175,4.5599,28.9933
218,41,10,0.9172,3.4560,30.5436
219,46,9,0.9168,4.4424,31.8302
220,78,13,0.9164,4.4943,32.6812
221,62,12,0.9160,5.0166,31.4779
222,80,15,0.9156,4.2144,30.8573
223,34,8,0.9153,4.4960,33.8025
224,35,10,0.9149,7.0391,31.1703
225,37,10,0.9145,6.2644,39.9305
226,38,9,0.9141,6.1351,36.7838
227,50,9,0.9137,5.4991,40.0262
228,57,13,0.9134,5.8356,34.7629
229,26,7,0.9130,4.4878,37.3932
230,29,7,0.9126,4.8782,36.0894
231,40,11,0.9122,4.9184,35.4819
232,65,13,0.9118,4.4302,36.8343
233,39,10,0.9115,4.5195,36.0772
234,41,10,0.9111,6.6034,38.3401
235,110,16,0.9107,6.1127,37.4402
236,30,7,0.9103,5.2087,39.4826
237,56,13,0.9099,4.6774,36.2149
238,47,10,0.9096,4.7976,36.6034
239,58,11,0.9092,5.0321,37.4402
240,43,11,0.9088,5.7407,39.3308
241,41,12,0.9084,5.6792,36.6107
242,58,13,0.9080,5.6716,38.4515
243,33,8,0.9077,5.7348,40.0861
244,79,15,0.9073,5.1047,36.1379
245,40,10,0.9069,6.1509,36.7575
246,56,13,0.9065,5.4549,36.9117
247,25,6,0.9061,3.6429,37.8036
248,41,9,0.9058,6.2512,37.8666
249,36,10,0.9054,5.9129,35.0054
250,41,11,0.9050,3.3464,36.0595
251,78,12,0.9046,6.3281,34.4219
252,35,7,0.9042,5.5731,39.5732
253,69,13,0.9039,4.9641,37.2681
254,80,13,0.9035,4.5749,36.7474
255,83,13,0.9031,4.5798,38.6306
256,30,8,0.9027,4.1834,37.0284
257,52,10,0.9023,4.4390,38.6346
258,52,11,0.9020,4.6919,37.4185
259,86,14,0.9016,4.9172,38.1297
260,82,14,0.9012,4.5077,34.9440
261,65,14,0.9008,5.0041,36.5514
262,58,12,0.9004,5.5455,34.9595
263,205,21,0.9001,4.3182,35.1522
264,76,13,0.8997,5.2708,37.9052
265,38,8,0.8993,3.3781,37.5445
266,38,9,0.8989,4.7821,40.1750
267,34,8,0.8985,3.8558,41.4258
268,72,13,0.8982,4.1841,37.2151
269,43,10,0.8978,7.2184,37.1982
270,38,9,0.8974,6.4100,44.4858
271,173,18,0.8970,5.7650,43.9622
272,33,8,0.8966,4.9767,41.6225
273,54,9,0.8963,5.7382,46.5352
274,44,11,0.8959,5.4373,44.8605
275,107,15,0.8955,4.7392,42.2439
276,61,15,0.8951,5.8809,43.1761
277,57,11,0.8947,5.1190,46.0762
278,42,11,0.8944,5.5473,43.3626
279,43,8,0.8940,4.1048,44.3938
280,32,7,0.8936,6.2020,43.5248
281,44,11,0.8932,4.8741,44.7738
282,114,14,0.8928,6.9440,40.7456
283,22,5,0.8925,6.3706,46.6680
284,50,8,0.8921,6.3979,44.7290
285,247,22,0.8917,5.3871,43.7049
286,57,12,0.8913,5.8742,42.4083
287,94,17,0.8909,5.8138,43.3785
288,36,8,0.8906,5.7918,45.1527
289,38,9,0.8902,5.6064,46.3364
290,54,11,0.8898,5.6373,41.2600
291,35,10,0.8894,5.3265,41.0004
292,37,7,0.8890,3.9867,44.6338
293,63,14,0.8887,6.2735,42.3426
294,115,16,0.8883,5.7836,47.9600
295,57,11,0.8879,4.5005,42.9531
296,41,11,0.8875,6.0929,44.2452
297,50,12,0.8871,5.7056,41.5794
298,41,11,0.8868,5.8295,41.2488
299,50,11,0.8864,5.2656,42.1189
300,55,11,0.8860,6.4948,42.5263
301,110,12,0.8856,5.1964,44.4776
302,74,13,0.8852,5.8672,43.3700
303,28,8,0.8849,7.8701,43.9965
304,42,10,0.8845,4.9504,44.6044
305,54,12,0.8841,6.2816,42.6626
306,59,11,0.8837,7.0013,41.8705
307,37,7,0.8833,4.4983,45.5752
308,34,9,0.8830,7.7694,41.2593
309,33,7,0.8826,6.3959,43.5459
310,121,14,0.8822,5.6113,42.3557
311,159,16,0.8818,5.3767,41.3123
312,39,10,0.8814,5.5955,41.6900
313,54,12,0.8811,5.4724,43.0087
314,56,11,0.8807,7.5501,50.9248
315,38,10,0.8803,7.4537,50.9387
316,60,14,0.8799,6.8012,50.6758
317,47,10,0.8795,6.8254,51.8158
318,60,12,0.8792,6.0539,53.7170
319,29,7,0.8788,6.4324,49.2967
320,37,10,0.8784,6.3333,50.0477
321,38,10,0.8780,6.6641,51.3287
322,30,8,0.8776,5.9673,51.4988
323,76,15,0.8773,7.9139,49.9081
324,56,11,0.8769,7.2971,50.9368
325,58,12,0.8765,6.8266,51.7988
326,38,10,0.8761,5.3549,49.8680
327,18,6,0.8757,6.5325,48.5582
328,89,14,0.8754,6.5488,49.6456
329,55,11,0.8750,3.9765,53.2192
330,39,10,0.8746,6.3089,49.4532
331,36,9,0.8742,5.4926,49.1824
332,51,10,0.8738,6.6461,48.5787
333,42,11,0.8735,7.1403,49.0190
334,121,18,0.8731,5.8203,51.5277
335,32,9,0.8727,5.7515,48.4583
336,126,16,0.8723,7.3939,47.7895
337,64,14,0.8719,8.4603,52.2861
338,59,12,0.8716,6.4065,47.0423
339,29,9,0.8712,7.4386,49.6233
340,150,16,0.8708,7.2105,50.9147
341,28,7,0.8704,6.0517,49.2979
342,56,11,0.8700,5.7762,50.3727
343,57,11,0.8697,6.6384,49.5159
344,35,9,0.8693,6.5273,48.5515
345,35,9,0.8689,5.3150,49.9413
346,30,7,0.8685,3.2155,53.2628
347,41,11,0.8681,5.2580,50.6744
348,59,14,0.8678,6.0840,48.1761
349,136,19,0.8674,6.5766,50.0450
350,40,9,0.8670,7.8703,51.6107
351,57,11,0.8666,7.8813,50.6180
352,35,8,0.8662,5.9759,51.7449
353,34,9,0.8659,5.5153,49.8947
354,148,21,0.8655,5.2543,51.0567
355,100,17,0.8651,6.3354,50.7664
356,55,11,0.8647,6.7245,49.0374
357,73,15,0.8643,7.4023,46.7186
358,30,8,0.8640,9.7147,51.3403
359,86,14,0.8636,6.8243,58.6822
360,38,11,0.8632,6.8532,53.0603
361,77,10,0.8628,4.5256,56.7770
362,32,8,0.8624,6.8922,55.5461
363,57,12,0.8621,4.9324,53.6212
364,39,12,0.8617,7.3195,56.1780
365,116,16,0.8613,5.6673,55.2323
366,82,16,0.8609,6.3162,56.8424
367,63,14,0.8605,7.5922,53.0150
368,43,10,0.8602,7.9754,56.2413
369,42,11,0.8598,7.0346,54.3100
370,62,12,0.8594,6.6327,58.2888
371,86,14,0.8590,7.8406,56.2360
372,50,10,0.8586,6.9865,59.7019
373,112,17,0.8583,4.9594,52.0766
374,51,10,0.8579,5.7327,52.9819
375,54,12,0.8575,5.6593,54.3859
376,72,14,0.8571,7.1244,54.3722
377,35,9,0.8567,5.9801,55.6278
378,216,18,0.8564,6.1617,59.9623
379,177,20,0.8560,7.6754,54.3081
380,55,13,0.8556,7.1488,55.2017
381,57,12,0.8552,6.3594,52.9403
382,25,6,0.8548,9.3576,54.1340
383,49,9,0.8545,5.4494,54.7379
384,30,8,0.8541,6.8604,56.1849
385,33,10,0.8537,6.7470,53.6020
386,157,17,0.8533,8.3261,57.4241
387,134,20,0.8529,7.4804,51.4387
388,92,16,0.8526,6.1971,57.0233
389,81,11,0.8522,6.4740,59.7495
390,38,10,0.8518,7.9701,52.7007
391,36,8,0.8514,5.6341,57.0995
392,33,9,0.8510,4.0110,50.7444
393,43,11,0.8507,6.0995,57.2028
394,52,11,0.8503,5.9111,55.2037
395,61,14,0.8499,8.0454,54.2593
396,29,8,0.8495,6.6695,54.7969
397,293,28,0.8491,7.1186,55.6344
398,21,5,0.8488,10.0331,62.8897
399,60,12,0.8484,7.6059,66.0304
400,46,11,0.8480,5.6699,64.9693
401,40,12,0.8476,8.0411,63.4200
402,215,19,0.8472,6.8742,66.0079
403,43,12,0.8469,6.0726,65.5781
404,39,10,0.8465,4.8484,65.2416
405,79,11,0.8461,7.4083,68.4480
406,37,9,0.8457,7.8611,63.2706
407,64,13,0.8453,5.6929,63.6821
408,79,13,0.8450,6.6176,63.4198
409,96,17,0.8446,8.1017,61.9563
410,38,10,0.8442,6.3770,58.4999
411,41,10,0.8438,7.3631,62.3473
412,43,13,0.8434,7.5302,63.0298
413,44,12,0.8431,9.4422,61.2376
414,52,10,0.8427,6.5506,61.9275
415,154,20,0.8423,6.2860,65.8317
416,78,13,0.8419,6.4686,66.1027
417,35,9,0.8415,7.2565,65.6410
418,26,8,0.8412,6.4673,59.9935
419,48,11,0.8408,9.0202,63.7972
420,45,11,0.8404,5.0353,64.4232
421,34,10,0.8400,6.5474,60.0238
422,33,7,0.8396,6.5061,63.3912
423,37,9,0.8393,8.0610,59.7203
424,52,11,0.8389,5.7492,62.1060
425,55,11,0.8385,7.4090,60.6097
426,38,11,0.8381,8.0363,62.6742
427,58,11,0.8377,6.1231,62.1382
428,79,13,0.8374,5.8401,61.0887
429,28,6,0.8370,9.0949,61.8863
430,49,11,0.8366,6.0251,66.4530
431,85,14,0.8362,7.8185,58.8057
432,38,9,0.8358,5.0615,62.3138
433,41,11,0.8355,7.2512,62.8814
434,128,17,0.8351,6.9354,66.8058
435,57,11,0.8347,6.0190,65.1745
436,40,11,0.8343,6.3980,63.3802
437,49,9,0.8339,6.8912,63.2041
438,63,13,0.8336,6.3950,63.1731
439,59,12,0.8332,7.1830,61.7489
440,218,18,0.8328,7.5025,60.3747
441,57,11,0.8324,9.4183,71.5982
442,85,12,0.8320,7.5347,70.4656
443,82,12,0.8317,8.9575,69.6613
444,35,8,0.8313,7.2519,73.6281
445,54,10,0.8309,4.7667,73.2198
446,275,25,0.8305,7.2344,70.8253
447,70,15,0.8301,8.1260,66.3569
448,35,9,0.8298,6.8924,67.3643
449,34,8,0.8294,7.6124,71.5616
450,88,15,0.8290,6.6751,69.6045
451,62,9,0.8286,7.3832,74.1390
452,59,12,0.8282,8.1006,73.4717
453,36,10,0.8279,7.6018,71.4301
454,28,7,0.8275,9.5719,71.3676
455,36,9,0.8271,8.6273,67.2231
456,96,19,0.8267,6.2778,69.7843
457,35,9,0.8263,8.2695,70.3282
458,55,14,0.8260,7.4523,67.2255
459,35,9,0.8256,6.7145,68.9492
460,56,12,0.8252,8.4131,72.2118
461,92,14,0.8248,7.0749,72.4932
462,48,11,0.8244,6.7599,63.5968
463,52,10,0.8241,7.0460,66.9346
464,56,13,0.8237,7.1958,69.7997
465,47,9,0.8233,6.6654,68.8462
466,46,9,0.8229,7.4088,72.0362
467,32,8,0.8225,6.5119,68.2074
468,28,8,0.8222,6.5057,68.2965
469,58,11,0.8218,6.5010,69.0561
470,41,11,0.8214,5.8385,65.6618
471,41,11,0.8210,7.4262,69.3115
472,27,6,0.8206,8.6537,70.0866
473,56,11,0.8203,7.4317,72.4788
474,48,10,0.8199,7.8863,70.7802
475,59,14,0.8195,7.8505,68.6411
476,55,11,0.8191,6.3812,69.1187
477,61,12,0.8187,8.7357,69.6375
478,86,14,0.8184,7.4692,68.1887
479,33,8,0.8180,7.5675,68.6615
480,51,10,0.8176,7.0618,70.4281
481,33,8,0.8172,6.7380,70.2851
482,57,11,0.8168,9.4618,68.8460
483,86,14,0.8165,6.4547,67.5964
484,170,18,0.8161,6.7799,68.1077
485,60,13,0.8157,8.5948,74.0709
486,46,12,0.8153,8.4584,77.8168
487,40,9,0.8149,9.5237,78.5067
488,40,10,0.8146,8.4917,75.9495
489,28,8,0.8142,10.6865,73.5070
490,86,16,0.8138,7.9162,77.0733
491,40,10,0.8134,8.5263,75.9367
492,137,16,0.8130,7.8352,81.3317
493,49,9,0.8127,6.1831,81.7241
494,61,14,0.8123,8.8355,73.3989
495,86,14,0.8119,6.0515,77.5103
496,36,9,0.8115,10.1955,78.7936
497,36,10,0.8111,10.0806,74.5891
498,57,12,0.8108,8.7334,73.0919
499,44,11,0.8104,6.4981,75.2612
500,39,10,0.8100,11.1452,80.5068
501,80,15,0.8096,8.4276,75.3829
502,62,13,0.8092,9.0708,77.6460
503,35,10,0.8089,8.6604,80.0005
504,51,10,0.8085,6.9395,78.5258
505,35,9,0.8081,9.5764,76.4897
506,90,14,0.8077,8.2715,76.0485
507,85,14,0.8073,6.4082,77.7825
508,78,16,0.8070,6.8830,74.2649
509,57,12,0.8066,7.6328,77.4406
510,52,10,0.8062,5.3081,77.3902
511,43,12,0.8058,9.5129,74.2532
512,53,10,0.8054,9.1398,74.8934
513,53,10,0.8051,8.6822,78.3346
514,115,16,0.8047,7.2776,79.5872
515,21,6,0.8043,7.0329,73.2194
516,41,10,0.8039,6.8269,78.0338
517,43,11,0.8035,9.8754,78.3432
518,84,13,0.8032,7.6244,78.5757
519,52,10,0.8028,7.8904,76.8505
520,81,12,0.8024,8.7729,74.5720
521,36,9,0.8020,6.7121,76.1224
522,59,13,0.8016,7.2343,73.4369
523,41,10,0.8013,9.5141,76.7727
524,52,11,0.8009,7.5149,78.9973
525,36,8,0.8005,7.2295,81.0433
526,57,11,0.8001,7.1160,80.8525
527,49,8,0.7997,5.9667,79.1922
528,30,8,0.7994,6.8380,76.2512
529,58,10,0.7990,7.0927,82.9007
530,38,10,0.7986,8.3486,85.2867
531,139,17,0.7982,6.4247,83.2617
532,60,13,0.7978,7.2138,86.5470
533,36,8,0.7975,8.6793,83.3424
534,73,15,0.7971,7.9413,78.5187
535,74,13,0.7967,8.6950,88.1580
536,35,10,0.7963,8.8152,79.4005
537,54,11,0.7959,6.1047,79.8455
538,30,7,0.7956,7.4976,82.6554
539,36,8,0.7952,6.7744,88.0745
540,27,7,0.7948,12.3454,80.6021
541,54,11,0.7944,7.9677,86.8943
542,28,8,0.7940,8.0654,82.6910
543,53,12,0.7937,8.4297,92.6415
544,80,14,0.7933,8.6786,88.1102
545,37,7,0.7929,8.7673,82.3290
546,31,8,0.7925,9.9469,80.9226
547,34,8,0.7921,8.3979,82.3142
548,75,15,0.7918,9.7089,86.0253
549,40,12,0.7914,8.7930,88.6628
550,171,19,0.7910,8.2991,85.8525
551,117,18,0.7906,10.8841,85.6712
552,38,8,0.7902,5.6584,89.6507
553,119,15,0.7899,8.9253,82.8543
554,30,8,0.7895,7.2232,81.5725
555,33,9,0.7891,6.2804,84.5164
556,123,16,0.7887,7.8326,89.3308
557,33,9,0.7883,6.6409,86.0449
558,31,9,0.7880,7.4488,80.4858
559,25,7,0.7876,5.9630,84.6298
560,31,9,0.7872,9.4414,81.1532
561,40,7,0.7868,7.9308,90.3909
562,76,12,0.7864,7.3888,87.4388
563,53,11,0.7861,12.2904,89.2618
564,39,10,0.7857,8.4343,81.7031
565,53,12,0.7853,9.0200,83.6446
566,102,15,0.7849,8.9101,84.9548
567,34,8,0.7845,7.0340,81.2670
568,173,20,0.7842,8.6201,87.9820
569,384,23,0.7838,7.8433,86.2744
570,38,9,0.7834,8.3021,87.4957
571,92,14,0.7830,6.1043,84.3793
572,44,11,0.7826,5.9906,88.7677
573,81,14,0.7823,8.5512,81.8993
574,33,9,0.7819,9.9746,91.8988
575,39,10,0.7815,9.8408,97.0080
576,105,15,0.7811,11.5115,95.6259
577,62,12,0.7807,9.0419,90.8874
578,69,14,0.7804,9.0148,91.9319
579,41,11,0.7800,7.2901,92.1494
580,55,12,0.7796,10.0163,93.7726
581,44,12,0.7792,8.8130,91.4530
582,172,17,0.7788,9.7544,93.6785
583,42,10,0.7785,9.5772,94.0143
584,29,7,0.7781,7.8584,87.7935
585,39,10,0.7777,6.4898,92.6918
586,86,14,0.7773,8.3558,92.5155
587,39,10,0.7769,7.6689,91.6926
588,29,8,0.7766,6.3406,90.7220
589,38,9,0.7762,9.0952,92.7682
590,32,8,0.7758,8.5064,88.2041
591,84,13,0.7754,10.7595,93.2607
592,35,8,0.7750,7.9144,93.7798
593,40,9,0.7747,7.8571,93.2312
594,53,13,0.7743,10.7305,89.2758
595,110,13,0.7739,8.8429,96.9336
596,34,9,0.7735,8.0234,86.6741
597,78,13,0.7731,9.6634,95.4302
598,31,9,0.7728,10.9229,91.9429
599,75,14,0.7724,7.1148,92.7138
600,37,9,0.7720,7.1823,94.1349
601,54,12,0.7716,11.0669,94.1042
602,21,6,0.7712,7.8560,89.7035
603,32,10,0.7709,6.3242,91.1089
604,42,11,0.7705,9.0055,90.4008
605,74,12,0.7701,8.7737,90.6194
606,86,14,0.7697,7.6075,92.8222
607,49,11,0.7693,9.9671,86.7826
608,36,9,0.7690,10.8402,96.2723
609,40,12,0.7686,7.8987,95.3612
610,64,14,0.7682,6.0679,93.9637
611,42,12,0.7678,10.2831,91.9528
612,33,9,0.7674,8.0564,90.9376
613,36,10,0.7671,9.2074,92.6141
614,32,8,0.7667,10.8228,93.0890
615,71,13,0.7663,6.4185,97.2564
616,72,13,0.7659,11.0886,93.3639
617,169,20,0.7655,9.2631,92.7229
618,30,7,0.7652,8.9120,96.7819
619,63,15,0.7648,11.0022,103.1818
620,63,15,0.7644,10.4195,100.8058
621,29,8,0.7640,10.0180,99.7535
622,56,13,0.7636,7.6542,95.1695
623,52,11,0.7633,8.2923,94.2646
624,43,11,0.7629,8.5344,98.4795
625,41,11,0.7625,8.0986,95.2018
626,33,8,0.7621,9.0682,98.1566
627,58,12,0.7617,9.4984,90.1135
628,130,19,0.7614,7.6225,103.2670
629,54,10,0.7610,9.7357,104.4836
630,24,7,0.7606,12.0662,98.0825
631,56,11,0.7602,11.6304,100.6940
632,28,8,0.7598,9.9092,92.8454
633,33,9,0.7595,9.5733,95.7865
634,69,12,0.7591,9.3629,98.7889
635,124,17,0.7587,7.8984,101.5415
636,45,13,0.7583,11.0900,96.6129
637,58,13,0.7579,9.7644,99.7157
638,33,7,0.7576,6.5880,97.0218
639,45,8,0.7572,7.2309,100.4548
640,63,13,0.7568,9.5233,98.1944
641,39,11,0.7564,6.8183,98.7281
642,58,11,0.7560,8.6527,100.7276
643,46,11,0.7557,11.4084,100.9508
644,64,15,0.7553,12.3132,100.3612
645,92,18,0.7549,11.2534,99.4059
646,42,12,0.7545,10.2729,103.1746
647,33,8,0.7541,10.3370,99.8090
648,60,11,0.7538,6.9002,104.9943
649,34,9,0.7534,9.0216,97.7050
650,41,10,0.7530,11.7008,105.6997
651,79,12,0.7526,8.7321,95.7954
652,35,9,0.7522,9.6843,97.6041
653,53,10,0.7519,11.2990,100.0850
654,58,12,0.7515,10.3413,105.3712
655,39,10,0.7511,7.7180,94.4294
656,35,10,0.7507,10.2559,95.7776
657,34,8,0.7503,6.8854,102.9523
658,39,9,0.7500,6.1753,99.6337
659,162,15,0.7496,6.2765,107.4872
660,42,10,0.7492,8.8551,97.6700
661,60,14,0.7488,8.3863,99.2107
662,38,8,0.7484,7.6672,99.1183
663,357,28,0.7481,12.6251,108.4973
664,117,13,0.7477,9.3609,109.9160
