episode,score,steps,epsilon,loss,avg_v
56,39,11,0.9787,3.8247,14.3058
57,56,11,0.9783,2.8385,16.7112
58,35,8,0.9780,5.2128,12.3789
59,39,10,0.9776,3.7465,12.8815
60,73,13,0.9772,4.8900,16.3168
61,55,13,0.9768,4.6180,13.6730
62,30,8,0.9764,4.3784,61.1876
63,30,7,0.9761,3.0518,14.2228
64,36,9,0.9757,4.0173,13.2045
65,34,9,0.9753,4.9298,12.7269
66,178,21,0.9749,3.9787,23.0924
67,51,10,0.9745,4.0480,14.9266
68,33,7,0.9742,5.0839,15.7558
69,27,7,0.9738,3.9453,11.9983
70,29,7,0.9734,4.8180,14.0219
71,34,9,0.9730,4.6201,12.5194
72,83,13,0.9726,3.7523,17.2518
73,51,11,0.9723,3.9554,12.2969
74,39,11,0.9719,4.9787,12.3651
75,33,8,0.9715,4.2055,12.9826
76,34,9,0.9711,3.5202,11.6458
77,120,18,0.9707,4.1274,14.2805
78,81,12,0.9704,3.5789,14.4706
79,55,12,0.9700,3.1761,13.4523
80,46,11,0.9696,4.4072,20.4432
81,33,10,0.9692,3.7037,11.7937
82,43,8,0.9688,3.6956,18.5421
83,41,11,0.9685,3.5531,13.1516
84,35,10,0.9681,4.1444,13.6565
85,33,9,0.9677,2.7721,11.2814
86,41,11,0.9673,3.6172,11.7586
87,58,12,0.9669,3.7796,14.8070
88,61,11,0.9666,4.4098,16.0556
89,170,17,0.9662,3.4519,24.8749
90,35,10,0.9658,4.3685,12.1630
91,45,11,0.9654,5.3170,20.2471
92,37,9,0.9650,4.8644,18.0318
93,50,10,0.9647,4.3498,17.5414
94,57,12,0.9643,3.9515,18.5889
95,38,10,0.9639,5.7038,17.8108
96,169,16,0.9635,5.3488,28.5648
97,39,10,0.9631,4.5821,16.9455
98,41,9,0.9628,3.3908,17.1136
99,57,11,0.9624,4.2722,23.7292
100,37,9,0.9620,4.8122,16.4573
101,55,12,0.9616,2.8030,17.5455
102,109,17,0.9612,3.5215,24.7490
103,49,10,0.9609,3.4619,17.5441
104,35,10,0.9605,4.4581,19.8647
105,36,10,0.9601,4.6277,18.5137
106,76,15,0.9597,4.4755,19.8267
107,43,12,0.9593,4.2507,16.0782
108,75,15,0.9590,4.1358,20.1775
109,36,10,0.9586,3.3139,15.6432
110,65,14,0.9582,3.7475,17.8889
111,35,10,0.9578,4.6252,16.9196
112,58,13,0.9574,3.6976,19.2355
113,58,11,0.9571,4.4607,18.1056
114,41,10,0.9567,4.4218,18.5132
115,37,9,0.9563,3.0104,16.8699
116,38,9,0.9559,5.2627,19.5369
117,36,9,0.9555,5.0874,16.5772
118,38,9,0.9552,3.6174,17.6130
119,58,12,0.9548,4.8021,19.0336
120,38,10,0.9544,3.8397,16.9064
121,57,13,0.9540,3.6557,19.2803
122,49,13,0.9536,4.1061,17.0114
123,46,12,0.9533,4.5233,21.5716
124,50,10,0.9529,3.4739,19.2455
125,63,14,0.9525,3.4066,17.0899
126,29,7,0.9521,4.2116,19.3930
127,55,13,0.9517,2.9841,18.9495
128,163,17,0.9514,2.8184,20.9386
129,44,9,0.9510,3.5663,18.0931
130,34,8,0.9506,2.3432,19.4808
131,52,10,0.9502,3.9455,21.5618
132,123,19,0.9498,5.8493,22.2586
133,104,16,0.9495,3.0539,26.1992
134,27,5,0.9491,4.8911,23.2591
135,84,16,0.9487,5.8201,23.8936
136,137,17,0.9483,4.0804,29.4574
137,38,8,0.9479,3.2302,23.5637
138,42,10,0.9476,4.3224,26.2388
139,41,12,0.9472,3.8910,20.6805
140,32,9,0.9468,4.4272,20.0470
141,96,15,0.9464,3.8829,24.7010
142,126,13,0.9460,4.2902,34.9206
143,40,11,0.9457,4.7046,22.8753
144,35,9,0.9453,2.6765,20.8614
145,148,21,0.9449,5.0786,28.2754
146,95,18,0.9445,4.4020,26.2939
147,45,12,0.9441,3.3620,22.6721
148,124,17,0.9438,4.8163,27.8390
149,41,11,0.9434,2.7819,20.3258
150,37,9,0.9430,3.1324,20.8368
151,59,13,0.9426,3.4880,24.9099
152,37,10,0.9422,4.6274,21.8452
153,203,16,0.9419,3.7340,31.9680
154,26,6,0.9415,4.0314,26.4022
155,56,11,0.9411,4.4732,25.9155
156,35,10,0.9407,4.0837,20.3926
157,122,16,0.9403,3.6356,30.8756
158,37,10,0.9400,4.3748,21.0153
159,40,10,0.9396,4.2878,24.0867
160,44,8,0.9392,3.3450,24.7341
161,38,10,0.9388,2.9616,20.6859
162,52,10,0.9384,4.2952,26.4872
163,58,12,0.9381,3.6151,23.8973
164,40,12,0.9377,4.0503,21.5821
165,206,18,0.9373,3.8190,29.4785
166,168,15,0.9369,3.8057,29.5460
167,130,16,0.9365,4.1814,29.3782
168,80,12,0.9362,3.1080,27.5805
169,143,20,0.9358,3.4716,26.3604
170,90,14,0.9354,4.0153,26.2693
171,82,11,0.9350,3.9863,26.2132
172,41,10,0.9346,4.4893,20.9509
173,105,14,0.9343,4.9480,30.0238
174,194,24,0.9339,5.0318,31.1617
175,104,13,0.9335,4.7629,28.5546
176,111,20,0.9331,5.3401,30.0880
177,171,18,0.9327,5.1474,31.0350
178,84,14,0.9324,4.9881,30.0781
179,41,10,0.9320,3.4845,25.7706
180,40,11,0.9316,3.8962,25.3975
181,541,32,0.9312,4.8266,44.3143
182,209,23,0.9308,4.8524,30.4409
183,83,13,0.9305,3.7617,31.7128
184,25,6,0.9301,5.1657,26.1920
185,62,11,0.9297,5.1606,30.7491
186,32,8,0.9293,4.8457,27.8136
187,69,12,0.9289,5.3774,32.9893
188,59,13,0.9286,3.9097,24.2556
189,69,11,0.9282,5.2945,29.0903
190,70,11,0.9278,3.9758,34.6118
191,72,15,0.9274,6.2785,26.3611
192,21,5,0.9270,4.3335,29.7981
193,25,6,0.9267,4.5517,27.8415
194,34,8,0.9263,6.2394,29.5708
195,54,10,0.9259,4.6365,30.1190
196,32,8,0.9255,4.0806,25.2394
197,41,11,0.9251,4.5323,27.7361
198,33,8,0.9248,4.3510,29.6410
199,32,9,0.9244,5.1915,25.3056
200,53,8,0.9240,3.9675,28.7877
201,56,12,0.9236,5.7176,28.2832
202,37,9,0.9232,5.6316,27.4094
203,56,12,0.9229,5.2130,27.1517
204,21,5,0.9225,3.5709,28.1135
205,53,10,0.9221,4.2900,28.8611
206,181,16,0.9217,4.4829,34.6802
207,78,16,0.9213,5.1975,29.0655
208,35,9,0.9210,5.8369,24.9547
209,81,13,0.9206,5.2849,31.0148
210,43,12,0.9202,4.9038,26.6905
211,52,11,0.9198,4.8088,27.7295
212,57,12,0.9194,4.2615,26.9772
213,41,9,0.9191,4.3018,25.9281
214,40,9,0.9187,4.9021,25.5241
215,30,8,0.9183,4.4033,26.6963
216,43,8,0.9179,4.9286,28.4453
217,71,16,0.9175,5.4271,32.4894
218,37,8,0.9172,5.3139,33.6323
219,42,11,0.9168,5.6312,31.3348
220,52,12,0.9164,4.5146,31.2868
221,73,12,0.9160,5.6201,35.0043
222,45,9,0.9156,4.9411,33.0822
223,29,8,0.9153,5.3234,30.7725
224,55,12,0.9149,5.1835,30.9991
225,32,9,0.9145,2.9461,30.1280
226,85,13,0.9141,5.5577,34.7138
227,63,14,0.9137,4.4936,32.0131
228,31,7,0.9134,6.0885,35.0413
229,38,10,0.9130,3.9486,29.8705
230,95,13,0.9126,4.5705,33.3219
231,46,13,0.9122,4.3278,29.6250
232,37,10,0.9118,4.0608,30.6644
233,35,8,0.9115,5.5471,34.7743
234,96,16,0.9111,4.2688,34.8125
235,46,15,0.9107,4.5715,30.3677
236,31,8,0.9103,5.4167,35.4124
237,33,8,0.9099,3.4586,33.8083
238,61,13,0.9096,5.1944,32.8917
239,55,11,0.9092,5.7577,29.5870
240,50,12,0.9088,4.3325,29.4956
241,39,9,0.9084,5.8658,32.7063
242,55,10,0.9080,4.3536,33.1512
243,46,10,0.9077,4.2815,30.4555
244,75,12,0.9073,4.3713,37.0266
245,53,11,0.9069,4.3355,30.4307
246,26,6,0.9065,5.0923,31.4911
247,44,11,0.9061,4.3691,32.7617
248,89,14,0.9058,5.9420,36.7954
249,79,12,0.9054,5.4108,31.7310
250,48,10,0.9050,6.2170,32.8948
251,42,10,0.9046,5.7129,35.9770
252,42,11,0.9042,6.7732,30.4583
253,38,10,0.9039,4.4213,33.2040
254,41,11,0.9035,4.2649,29.6321
255,55,11,0.9031,5.3963,33.8421
256,35,10,0.9027,5.7598,32.3425
257,35,9,0.9023,4.6492,32.1073
258,41,10,0.9020,5.9224,31.9921
259,36,9,0.9016,3.7604,31.0032
260,40,9,0.9012,5.5373,31.6137
261,48,9,0.9008,4.1067,31.9491
262,48,9,0.9004,5.5012,33.0862
263,34,8,0.9001,3.1402,32.6691
264,53,11,0.8997,6.7592,37.8013
265,61,12,0.8993,6.0359,36.3829
266,30,7,0.8989,4.5971,38.0855
267,37,9,0.8985,5.1084,37.8024
268,40,10,0.8982,5.8187,36.0670
269,40,10,0.8978,4.4875,36.6702
270,87,12,0.8974,4.7936,41.9383
271,42,11,0.8970,6.3296,36.9284
272,96,16,0.8966,6.1768,38.8050
273,34,11,0.8963,4.6353,36.9216
274,53,10,0.8959,5.6044,37.2972
275,66,12,0.8955,4.6206,40.4477
276,101,11,0.8951,6.0398,49.3353
277,63,13,0.8947,4.4422,39.4137
278,27,7,0.8944,6.1404,36.4025
279,54,11,0.8940,5.0186,39.9428
280,90,14,0.8936,5.3565,49.8624
281,35,9,0.8932,5.8637,37.0566
282,111,15,0.8928,4.9756,38.9714
283,36,9,0.8925,4.8349,35.5750
284,53,11,0.8921,5.2769,37.8292
285,33,8,0.8917,5.9556,36.3575
286,30,7,0.8913,6.5028,35.3392
287,44,11,0.8909,6.7216,38.0559
288,35,10,0.8906,6.5311,35.5033
289,218,20,0.8902,5.4682,48.9738
290,127,18,0.8898,6.1959,45.5165
291,57,11,0.8894,5.2597,37.8568
292,41,11,0.8890,6.9117,36.2077
293,36,11,0.8887,5.2791,37.8923
294,38,11,0.8883,6.0753,38.3438
295,84,14,0.8879,5.0900,42.4596
296,55,11,0.8875,4.9630,42.4459
297,120,12,0.8871,6.0697,41.6169
298,49,9,0.8868,5.3627,40.9222
299,37,10,0.8864,4.9591,38.5147
300,62,10,0.8860,5.1625,37.6477
301,26,7,0.8856,6.7760,36.4955
302,117,13,0.8852,4.7693,39.7901
303,38,9,0.8849,5.8372,41.1150
304,52,11,0.8845,5.2188,35.7742
305,45,10,0.8841,4.7924,39.5788
306,57,11,0.8837,5.6614,43.6937
307,119,14,0.8833,5.5893,44.4574
308,40,10,0.8830,6.9633,33.4533
309,96,15,0.8826,5.1426,43.6719
310,46,9,0.8822,6.2455,41.8897
311,60,13,0.8818,6.3096,45.5838
312,76,16,0.8814,6.4628,40.9031
313,37,10,0.8811,5.0482,41.3994
314,89,15,0.8807,5.6371,42.3283
315,52,11,0.8803,3.9401,42.6922
316,34,9,0.8799,6.8447,39.8240
317,30,8,0.8795,7.7026,38.0067
318,76,15,0.8792,4.9851,44.7430
319,60,12,0.8788,4.5004,40.5709
320,37,9,0.8784,6.0754,41.2395
321,52,11,0.8780,5.9913,45.5617
322,36,11,0.8776,7.3380,39.0097
323,72,12,0.8773,6.1317,46.9217
324,37,9,0.8769,5.1722,44.1653
325,61,13,0.8765,6.4258,47.3195
326,57,12,0.8761,6.4943,42.0569
327,28,8,0.8757,5.5087,39.6002
328,35,11,0.8754,5.6761,42.3127
329,119,19,0.8750,4.8440,47.0952
330,35,10,0.8746,4.6234,42.2395
331,88,15,0.8742,6.2953,43.5312
332,29,8,0.8738,4.7428,39.5306
333,36,9,0.8735,6.9032,44.7744
334,57,13,0.8731,6.6259,44.9450
335,101,14,0.8727,5.7117,42.6966
336,164,15,0.8723,6.3243,49.3976
337,56,11,0.8719,5.1545,50.6650
338,37,10,0.8716,5.0257,43.2330
339,33,8,0.8712,6.0319,43.2891
340,36,8,0.8708,3.3725,42.6837
341,214,21,0.8704,5.4246,51.4050
342,37,11,0.8700,5.4155,41.3339
343,85,16,0.8697,4.9494,38.9345
344,33,7,0.8693,5.4418,46.0064
345,36,8,0.8689,6.1050,42.3282
346,57,11,0.8685,5.7424,44.9524
347,46,11,0.8681,5.1429,46.7134
348,50,11,0.8678,4.8359,40.4137
349,105,18,0.8674,6.0191,44.5428
350,104,16,0.8670,4.7719,48.1585
351,34,8,0.8666,6.3428,47.6770
352,39,11,0.8662,8.1781,45.8111
353,52,12,0.8659,6.5212,46.6997
354,103,16,0.8655,5.7664,49.2938
355,62,13,0.8651,6.2834,44.5118
356,78,12,0.8647,5.7004,50.3685
357,142,19,0.8643,5.4759,51.4914
358,39,11,0.8640,5.6679,49.3898
359,28,8,0.8636,5.4624,46.5656
360,49,11,0.8632,5.5573,44.2451
361,36,10,0.8628,5.4435,45.5037
362,55,12,0.8624,5.4394,49.0296
363,58,11,0.8621,5.5256,47.5599
364,127,17,0.8617,5.3378,48.9568
365,61,11,0.8613,7.2526,52.9569
366,67,14,0.8609,7.9360,52.0518
367,26,7,0.8605,4.5838,47.8041
368,31,8,0.8602,6.4074,46.4297
369,50,11,0.8598,5.8971,45.8379
370,28,7,0.8594,7.3928,45.0479
371,64,12,0.8590,6.9363,45.2481
372,40,11,0.8586,5.3875,48.6748
373,64,13,0.8583,4.1973,48.0517
374,54,11,0.8579,6.0304,48.7347
375,122,17,0.8575,6.3061,59.0865
376,46,11,0.8571,7.3090,46.1987
377,38,11,0.8567,4.9618,46.7825
378,56,11,0.8564,6.3925,48.6601
379,32,8,0.8560,6.3953,48.6443
380,62,12,0.8556,5.1076,47.7152
381,52,11,0.8552,5.8096,45.8818
382,57,13,0.8548,5.4695,49.2358
383,72,13,0.8545,5.9173,52.1559
384,27,8,0.8541,3.8980,45.7553
385,61,13,0.8537,5.4814,47.0705
386,60,13,0.8533,6.1870,49.7058
387,31,7,0.8529,4.2645,48.8614
388,34,9,0.8526,7.0661,47.5541
389,31,7,0.8522,4.1785,46.2590
390,52,11,0.8518,5.7766,48.2818
391,32,8,0.8514,4.2831,47.6396
392,37,10,0.8510,6.2868,46.4574
393,32,8,0.8507,5.0952,49.4697
394,85,18,0.8503,6.8178,53.6091
395,75,16,0.8499,7.4609,53.0963
396,99,17,0.8495,6.2781,51.6862
397,27,7,0.8491,7.0506,50.6194
398,39,10,0.8488,6.3158,52.5325
399,165,20,0.8484,5.3415,59.7050
400,62,13,0.8480,6.4507,58.0262
401,103,17,0.8476,7.5834,56.4076
402,60,12,0.8472,6.7335,54.8380
403,36,8,0.8469,5.5204,54.9317
404,37,9,0.8465,4.0045,50.8667
405,28,6,0.8461,5.4045,51.7648
406,73,11,0.8457,9.0172,53.6110
407,57,10,0.8453,4.4326,58.0299
408,33,8,0.8450,7.1285,51.2089
409,57,14,0.8446,7.2857,60.3127
410,141,22,0.8442,7.7950,56.6977
411,54,12,0.8438,7.3220,50.1035
412,34,9,0.8434,7.3766,50.3043
413,54,12,0.8431,5.4159,53.8353
414,56,13,0.8427,6.4815,52.6226
415,34,7,0.8423,5.3281,52.8798
416,76,15,0.8419,7.1854,58.5485
417,114,16,0.8415,5.9171,55.3646
418,124,16,0.8412,6.3137,57.1248
419,64,13,0.8408,6.8596,52.5707
420,32,7,0.8404,5.8018,49.9095
421,40,11,0.8400,4.6857,52.8682
422,55,11,0.8396,6.4965,53.6082
423,41,12,0.8393,7.9059,53.6682
424,90,14,0.8389,6.5664,57.2509
425,54,12,0.8385,6.0831,50.9497
426,97,12,0.8381,5.6194,56.5260
427,236,21,0.8377,5.8609,58.2897
428,37,9,0.8374,9.8158,54.3074
429,98,16,0.8370,6.4299,82.8999
430,37,10,0.8366,6.3872,47.4622
431,223,21,0.8362,6.1324,57.0659
432,55,11,0.8358,5.3488,50.6989
433,40,10,0.8355,6.3654,51.9787
434,28,7,0.8351,5.5294,54.6755
435,47,12,0.8347,5.2765,56.6977
436,45,10,0.8343,8.2512,61.7951
437,35,8,0.8339,5.5131,60.9128
438,58,10,0.8336,6.1381,60.6331
439,28,7,0.8332,7.2141,58.2519
440,57,12,0.8328,5.5753,58.1152
441,42,7,0.8324,5.0820,56.4849
442,63,14,0.8320,6.4739,62.9759
443,37,9,0.8317,7.4322,60.3502
444,29,8,0.8313,7.3729,56.4016
445,60,15,0.8309,5.8802,57.5143
446,35,9,0.8305,4.8100,58.6607
447,137,19,0.8301,6.6091,65.4679
448,115,13,0.8298,5.6003,64.6661
449,33,7,0.8294,6.3139,56.8713
450,80,14,0.8290,7.0709,68.1994
451,140,16,0.8286,6.0915,64.0111
452,38,10,0.8282,4.9338,63.0100
453,59,15,0.8279,6.1196,60.6096
454,55,11,0.8275,6.1044,57.6606
455,45,14,0.8271,5.9451,59.7457
456,80,16,0.8267,6.3130,57.3373
457,33,8,0.8263,6.4532,58.9011
458,57,10,0.8260,5.1249,55.7036
459,55,13,0.8256,6.5013,57.7335
460,37,9,0.8252,7.0149,57.8487
461,46,13,0.8248,7.4455,61.3589
462,37,9,0.8244,8.0281,56.5620
463,36,9,0.8241,7.2440,57.6298
464,38,9,0.8237,6.7954,57.7975
465,37,10,0.8233,6.7801,57.8216
466,84,15,0.8229,6.8512,60.7869
467,26,7,0.8225,6.8694,56.3367
468,48,9,0.8222,8.2275,58.8928
469,159,19,0.8218,6.7875,64.8952
470,48,11,0.8214,6.5766,56.6878
471,340,25,0.8210,6.6903,71.7450
472,78,13,0.8206,5.2645,62.6291
473,39,10,0.8203,9.0682,61.4219
474,78,14,0.8199,5.4551,64.9846
475,41,10,0.8195,5.2601,63.7724
476,44,8,0.8191,5.4581,59.4414
477,36,9,0.8187,4.5486,56.0219
478,24,6,0.8184,7.0599,55.1705
479,38,10,0.8180,7.5423,54.8976
480,74,14,0.8176,8.9276,69.9992
481,100,18,0.8172,6.0356,72.7024
482,44,10,0.8168,7.6685,66.8175
483,41,11,0.8165,8.0294,66.0824
484,197,22,0.8161,6.7658,66.5089
485,83,13,0.8157,6.5772,63.6749
486,36,9,0.8153,5.5868,61.2850
487,138,16,0.8149,6.1819,76.1175
488,51,11,0.8146,8.1950,59.9805
489,57,12,0.8142,9.8933,67.2601
490,36,9,0.8138,8.5833,58.1418
491,60,14,0.8134,6.2934,57.6091
492,44,11,0.8130,6.6074,64.6968
493,78,12,0.8127,7.1732,69.2339
494,51,11,0.8123,6.3945,63.0756
495,77,15,0.8119,7.0909,70.3456
496,164,21,0.8115,7.4005,73.4969
497,59,12,0.8111,6.3472,64.4743
498,29,7,0.8108,4.9976,62.3329
499,49,10,0.8104,6.4074,63.3415
500,104,16,0.8100,6.0814,71.9095
501,37,10,0.8096,7.6340,66.7200
502,35,9,0.8092,4.7626,64.7797
503,170,17,0.8089,5.3822,72.8860
504,198,23,0.8085,7.7184,67.0087
505,56,10,0.8081,6.6758,67.7347
506,80,12,0.8077,5.7837,67.3802
507,41,9,0.8073,4.9981,66.3846
508,57,12,0.8070,7.2107,67.0339
509,57,12,0.8066,6.0883,66.6774
510,64,13,0.8062,7.6251,66.8782
511,85,13,0.8058,7.3998,63.8872
512,102,12,0.8054,7.2588,67.4021
513,59,12,0.8051,6.6713,61.1462
514,38,11,0.8047,7.5252,59.8319
515,29,7,0.8043,9.5669,61.2405
516,122,15,0.8039,9.4265,69.3415
517,237,20,0.8035,5.5913,79.0914
518,130,16,0.8032,7.7875,77.2602
519,42,9,0.8028,9.8662,69.9499
520,60,11,0.8024,7.7844,72.2899
521,35,9,0.8020,9.4804,65.1431
522,80,13,0.8016,8.2686,76.7480
523,53,10,0.8013,6.0022,69.8180
524,56,13,0.8009,7.9089,70.9958
525,84,13,0.8005,6.1858,70.2615
526,35,10,0.8001,6.0684,70.1693
527,54,11,0.7997,6.3272,75.8284
528,114,13,0.7994,7.0368,77.5674
529,74,12,0.7990,5.8457,72.4160
530,73,14,0.7986,7.1048,70.2550
531,45,11,0.7982,8.0478,69.5320
532,54,11,0.7978,8.2204,66.2428
533,83,13,0.7975,5.4816,78.7706
534,37,9,0.7971,7.0688,70.4497
535,42,10,0.7967,5.1472,68.5526
536,61,13,0.7963,7.2739,65.5840
537,50,12,0.7959,6.8085,61.7349
538,60,11,0.7956,5.4704,69.3648
539,26,7,0.7952,8.7014,65.4433
540,46,13,0.7948,7.2670,69.4826
541,30,6,0.7944,5.1616,70.9828
542,87,14,0.7940,6.3207,72.3770
543,34,9,0.7937,6.4617,66.2882
544,82,14,0.7933,7.5371,67.5556
545,60,12,0.7929,9.3421,67.8763
546,75,11,0.7925,6.8354,71.6614
547,42,13,0.7921,7.0175,64.7581
548,46,10,0.7918,6.7251,65.0009
549,45,12,0.7914,6.1170,67.9016
550,53,8,0.7910,7.2225,76.1230
551,221,24,0.7906,7.6231,78.0265
552,74,16,0.7902,7.8345,68.4319
553,174,17,0.7899,5.0276,78.0492
554,57,11,0.7895,6.9242,73.2095
555,50,9,0.7891,7.5647,70.1894
556,35,8,0.7887,6.1944,66.9827
557,162,16,0.7883,6.5619,72.3429
558,73,12,0.7880,7.7411,68.5153
559,38,9,0.7876,7.1000,64.3688
560,121,14,0.7872,7.1583,89.0955
561,54,11,0.7868,7.4865,77.1537
562,31,9,0.7864,8.5165,65.8529
563,57,11,0.7861,7.7889,72.5878
564,85,15,0.7857,6.0894,73.3252
565,77,11,0.7853,9.0663,80.5417
566,41,10,0.7849,7.0814,74.4542
567,55,13,0.7845,7.5331,75.3886
568,236,23,0.7842,6.6230,86.3988
569,50,11,0.7838,8.9354,76.0291
570,42,9,0.7834,4.9367,66.2691
571,120,14,0.7830,7.9349,89.4634
572,124,16,0.7826,6.6803,84.7291
573,57,12,0.7823,8.3642,78.0982
574,38,9,0.7819,7.0148,72.3551
575,49,10,0.7815,5.7631,75.9730
576,33,9,0.7811,7.6312,73.9181
577,59,12,0.7807,9.8795,79.6245
578,33,8,0.7804,9.7511,77.7832
579,53,10,0.7800,7.8852,71.6210
580,60,13,0.7796,6.0104,77.5476
581,33,9,0.7792,5.8501,69.9801
582,37,9,0.7788,7.6376,72.5857
583,37,8,0.7785,7.2897,74.8053
584,43,11,0.7781,6.3731,75.0954
585,58,13,0.7777,5.4703,81.2608
586,124,17,0.7773,7.0417,82.2118
587,74,14,0.7769,7.7524,78.4085
588,43,12,0.7766,6.4838,73.6971
589,72,12,0.7762,6.3271,68.9961
590,133,20,0.7758,5.7578,82.6257
591,22,4,0.7754,10.1435,75.3340
592,53,10,0.7750,7.2620,77.6459
593,44,11,0.7747,5.2374,77.3886
594,53,12,0.7743,7.0594,72.4411
595,40,10,0.7739,8.8961,77.1001
596,40,12,0.7735,7.7956,76.3139
597,43,11,0.7731,11.2938,73.5507
598,58,14,0.7728,6.1103,73.8100
599,42,11,0.7724,8.3906,73.5653
600,126,17,0.7720,8.3811,76.3532
601,32,7,0.7716,9.4018,73.3798
602,47,10,0.7712,8.5599,70.2629
603,111,18,0.7709,8.1766,80.0303
604,45,14,0.7705,6.6437,80.2587
605,40,10,0.7701,7.8661,78.9246
606,50,12,0.7697,8.3329,82.3857
607,33,10,0.7693,6.8137,72.9507
608,75,14,0.7690,7.9448,81.3246
609,46,13,0.7686,9.0764,78.7580
610,52,11,0.7682,9.1594,78.3052
611,57,12,0.7678,8.1969,82.7250
612,59,13,0.7674,8.3148,79.0139
613,31,10,0.7671,9.0401,77.7549
614,39,10,0.7667,6.9048,76.3494
615,81,14,0.7663,5.8478,76.7960
616,54,10,0.7659,9.0314,79.5633
617,51,11,0.7655,5.8725,75.0833
618,46,13,0.7652,8.2520,78.9749
619,56,12,0.7648,6.6929,82.2756
620,59,12,0.7644,7.4669,84.2822
621,214,17,0.7640,7.9830,89.1444
622,123,18,0.7636,8.0584,81.0551
623,35,9,0.7633,7.3819,77.4806
624,50,10,0.7629,7.3161,76.7505
625,40,11,0.7625,8.5913,79.8531
626,142,18,0.7621,6.7500,88.5342
627,36,8,0.7617,6.2140,79.2035
628,76,11,0.7614,5.5384,83.2540
629,34,9,0.7610,6.7194,80.6465
630,36,10,0.7606,6.9840,73.3901
631,38,12,0.7602,7.2211,72.6544
632,59,14,0.7598,7.4198,81.4234
633,33,8,0.7595,6.9289,83.7900
634,54,10,0.7591,8.6978,81.2310
635,104,16,0.7587,7.9046,85.4040
636,62,13,0.7583,8.6195,87.9010
637,122,18,0.7579,6.4287,81.7229
638,33,9,0.7576,7.2822,69.6098
639,36,9,0.7572,6.9323,78.1368
640,90,16,0.7568,7.6073,83.8768
641,115,13,0.7564,10.3642,85.2799
642,81,13,0.7560,7.9835,86.4635
643,146,18,0.7557,8.7654,83.6968
644,90,15,0.7553,9.1770,94.2602
645,49,10,0.7549,9.3520,84.7065
646,142,19,0.7545,6.7879,90.3745
647,42,8,0.7541,5.3180,76.5874
648,38,9,0.7538,7.5223,91.8005
649,42,10,0.7534,8.5199,90.5534
650,39,11,0.7530,8.8170,85.5381
651,31,8,0.7526,7.6492,82.5247
652,105,15,0.7522,7.4210,90.9281
653,79,12,0.7519,8.1520,87.4851
654,45,10,0.7515,8.5868,94.4715
655,73,15,0.7511,8.7173,91.5482
656,75,10,0.7507,5.9994,90.8472
657,86,14,0.7503,6.2981,93.5145
658,38,10,0.7500,7.7884,76.6673
659,54,13,0.7496,6.4095,90.4069
660,52,10,0.7492,7.1225,88.6392
661,128,17,0.7488,9.2864,93.8698
662,33,8,0.7484,12.2619,86.5339
663,112,16,0.7481,7.2167,95.1046
664,62,10,0.7477,7.7921,90.7709
