rollout,total_steps,avg_score,avg_steps,policy_loss,value_loss,entropy
946,1937408,118.33,15.79,0.0088,8207.7960,0.2969
947,1939456,99.80,14.67,0.0227,6778.1105,0.3090
948,1941504,114.22,15.00,0.0074,6993.4896,0.3084
949,1943552,101.80,15.04,0.0186,6821.4829,0.2883
950,1945600,109.11,15.41,0.0045,7572.8945,0.2692
951,1947648,127.75,16.03,0.0095,7865.6723,0.2518
952,1949696,91.20,14.50,0.0109,6262.5744,0.2883
953,1951744,107.48,15.33,0.0105,6219.9012,0.2547
954,1953792,113.98,15.44,0.0122,6685.7775,0.2267
955,1955840,98.43,14.78,0.0122,6162.4439,0.2465
956,1957888,115.78,15.76,0.0065,8599.5092,0.2083
957,1959936,102.45,14.63,0.0151,6840.4693,0.2490
958,1961984,107.12,15.04,0.0050,7029.8697,0.2492
959,1964032,101.01,14.98,0.0139,5176.6282,0.2781
960,1966080,96.56,14.67,0.0080,5466.0701,0.2836
961,1968128,99.58,14.70,0.0041,5594.8832,0.2454
962,1970176,89.27,14.15,0.0061,5886.6276,0.2367
963,1972224,104.08,15.41,0.0033,5692.8979,0.2390
964,1974272,116.36,15.51,0.0035,7384.0806,0.2244
965,1976320,117.32,15.16,0.0104,8199.3552,0.2293
966,1978368,105.38,15.06,0.0139,6866.0701,0.2218
967,1980416,111.97,15.63,0.0115,7901.7923,0.2365
968,1982464,117.77,15.66,0.0076,8154.7285,0.2658
969,1984512,103.53,15.06,0.0082,8284.2319,0.2895
970,1986560,109.45,15.56,0.0061,8318.0309,0.2817
971,1988608,104.34,15.07,0.0042,7842.7753,0.3067
972,1990656,99.51,14.87,0.0108,6196.2393,0.3492
973,1992704,98.46,14.80,0.0147,5801.2290,0.3531
974,1994752,119.96,15.72,0.0306,7305.6997,0.3126
975,1996800,99.02,14.89,0.0153,6170.1176,0.3051
976,1998848,103.18,14.68,0.0073,7946.3274,0.2963
977,2000896,96.79,14.69,0.0051,7217.1918,0.3018
