rollout,total_steps,avg_score,avg_steps,policy_loss,value_loss,entropy
49,100352,68.91,11.94,0.0100,3978.8123,1.5645
50,102400,70.20,12.05,0.0156,3548.6303,1.5416
51,104448,72.08,11.97,0.0106,3681.4227,1.4562
52,106496,64.21,11.80,0.0122,3220.3577,1.5750
53,108544,71.46,12.40,0.0224,3716.7611,1.5095
54,110592,67.07,12.11,0.0110,3999.7851,1.5615
55,112640,71.62,12.45,0.0140,3916.9674,1.5772
56,114688,62.60,11.84,0.0193,3969.3510,1.5269
57,116736,68.28,12.01,0.0269,4425.9571,1.6209
58,118784,75.85,12.38,0.0120,5212.8475,1.7192
59,120832,64.60,11.90,0.0105,3637.9600,1.7165
60,122880,70.65,12.27,0.0067,4288.3500,1.6533
61,124928,84.03,13.28,0.0065,4547.2492,1.5691
62,126976,61.78,11.66,0.0090,4154.9817,1.6480
63,129024,79.83,12.72,0.0087,4189.2947,1.5559
64,131072,69.66,12.03,0.0141,4876.7070,1.5803
65,133120,67.88,12.08,0.0146,4114.0016,1.6285
66,135168,79.28,12.99,0.0113,4301.5246,1.5365
67,137216,78.78,13.06,0.0118,4230.9841,1.4568
68,139264,71.32,12.40,0.0181,3702.9064,1.5487
69,141312,63.79,12.15,0.0262,3842.0350,1.5085
70,143360,69.07,12.09,0.0153,3473.2564,1.4998
71,145408,58.15,11.36,0.0077,4173.3003,1.4404
72,147456,64.87,11.88,0.0142,3580.0604,1.5422
73,149504,63.09,11.65,0.0175,2784.2610,1.6459
74,151552,62.63,11.47,0.0345,3486.5519,1.5076
75,153600,65.90,11.92,0.0109,3933.9933,1.4469
76,155648,60.20,11.35,0.0124,4863.5050,1.3795
77,157696,73.85,12.43,0.0185,4449.5782,1.3966
78,159744,78.50,12.17,0.0165,5251.5605,1.4316
79,161792,75.81,12.54,0.0333,4871.6189,1.4571
80,163840,60.56,11.81,0.0275,4136.9321,1.5915
81,165888,70.14,12.44,0.0283,3866.2050,1.4798
82,167936,66.43,12.17,0.0204,3588.3112,1.4704
83,169984,56.03,10.98,0.0306,3258.2508,1.4323
84,172032,77.76,12.81,0.0140,4076.1987,1.3466
85,174080,59.00,11.32,0.0073,4746.3512,1.5152
86,176128,76.75,12.82,0.0208,3904.5076,1.3990
87,178176,68.48,12.04,0.0250,4240.7686,1.3402
88,180224,68.27,11.94,0.0205,4141.6371,1.4469
89,182272,61.26,11.36,0.0119,3485.4435,1.4350
90,184320,66.16,11.80,0.0039,3792.0977,1.4756
91,186368,77.82,12.35,0.0102,4524.2658,1.4408
92,188416,70.22,12.14,0.0094,4700.3278,1.4894
93,190464,87.52,13.20,0.0194,5961.9957,1.4188
94,192512,74.70,12.62,0.0273,4720.9666,1.4935
95,194560,67.04,11.91,0.0071,3468.8860,1.4966
96,196608,71.36,12.34,0.0131,3887.5188,1.5366
97,198656,82.16,12.40,0.0136,5603.3721,1.5160
98,200704,85.67,13.32,0.0156,4665.7594,1.5006
99,202752,70.21,12.27,0.0187,3905.9386,1.5677
100,204800,70.38,12.53,0.0246,4453.3847,1.5162
101,206848,72.93,12.66,0.0238,4438.3433,1.5500
102,208896,82.54,12.76,0.0115,5905.7950,1.4331
103,210944,82.85,12.85,0.0215,5833.1762,1.4342
104,212992,79.77,12.90,0.0174,6358.7287,1.4183
105,215040,74.17,12.53,0.0076,4787.7931,1.5106
106,217088,72.82,12.30,0.0166,4796.3165,1.4536
107,219136,78.71,12.80,0.0225,4603.7471,1.5218
108,221184,72.97,12.52,0.0179,5592.5722,1.6216
109,223232,69.32,12.33,0.0231,4750.7466,1.5625
110,225280,74.52,12.77,0.0079,5221.6878,1.6286
111,227328,66.35,12.05,0.0143,4126.8602,1.6932
112,229376,69.38,12.03,0.0149,4239.8461,1.7833
113,231424,76.26,12.40,0.0049,3796.1618,1.7350
114,233472,67.91,11.69,0.0269,4026.6169,1.6937
115,235520,71.53,12.41,0.0089,4780.9298,1.7339
116,237568,78.01,13.09,0.0157,4438.3901,1.6531
117,239616,87.93,13.55,0.0182,5423.3309,1.6039
118,241664,73.07,12.62,0.0117,5171.6796,1.6313
119,243712,63.51,11.86,0.0228,4469.1004,1.7056
120,245760,71.91,12.50,0.0188,3811.6332,1.6588
121,247808,74.01,12.52,0.0111,4347.1452,1.7012
122,249856,81.19,13.11,0.0165,4387.0629,1.6765
123,251904,69.75,12.33,0.0321,3812.0863,1.6506
124,253952,84.77,13.20,0.0202,4861.9531,1.6496
125,256000,77.56,12.56,0.0168,4837.2116,1.6155
126,258048,67.93,12.24,0.0108,4565.6290,1.6036
127,260096,77.97,13.01,0.0228,4195.2873,1.5729
128,262144,75.15,12.50,0.0219,4116.0973,1.5278
129,264192,75.47,12.58,0.0465,5042.5632,1.4491
130,266240,74.16,12.32,0.0386,5565.7850,1.4774
131,268288,80.55,12.71,0.0308,4654.5255,1.3884
132,270336,71.21,12.52,0.0266,4189.1923,1.3922
133,272384,72.72,12.64,0.0212,5072.4284,1.3577
134,274432,76.65,12.91,0.0168,5366.0565,1.3626
135,276480,71.42,12.17,0.0172,5401.4198,1.3388
136,278528,77.88,12.55,0.0178,4883.9244,1.3654
137,280576,74.12,12.73,0.0250,4795.3860,1.3790
138,282624,82.72,13.26,0.0544,4532.2488,1.2737
139,284672,71.10,12.28,0.0125,5362.5312,1.3526
140,286720,82.21,12.89,0.0110,5634.7794,1.3848
141,288768,73.11,12.54,0.0338,4628.9221,1.3852
142,290816,69.00,12.39,0.0126,3718.0552,1.3787
143,292864,77.25,12.95,0.0441,4605.7593,1.3520
144,294912,80.99,12.74,0.0176,4898.6732,1.3831
145,296960,81.82,13.02,0.0208,4840.2415,1.4009
146,299008,72.17,12.56,0.0134,4630.5742,1.3452
147,301056,84.04,13.61,0.0152,4736.2506,1.3339
148,303104,75.72,12.48,0.0147,5100.2714,1.3435
149,305152,83.12,13.40,0.0131,4419.5055,1.2892
150,307200,76.89,12.96,0.0494,3732.6069,1.3086
151,309248,85.50,13.14,0.0243,5285.5138,1.3522
152,311296,79.86,12.72,0.0288,5878.2227,1.2956
153,313344,74.40,12.43,0.0182,4587.1650,1.2560
154,315392,82.34,12.83,0.0288,5055.0490,1.2296
155,317440,73.83,12.78,0.0246,3992.4255,1.1928
156,319488,88.87,13.29,0.0290,4947.5072,1.1193
157,321536,87.56,13.45,0.0113,5422.7601,1.0430
158,323584,83.35,12.64,0.0187,5510.5664,1.0918
159,325632,85.58,13.50,0.0344,4538.6045,1.0192
160,327680,84.07,12.82,0.0273,6179.9961,1.0047
161,329728,77.15,12.87,0.0235,5157.6069,0.8902
162,331776,72.23,12.83,0.0430,4120.6274,0.8321
163,333824,80.60,13.23,0.0754,5358.2773,0.8428
164,335872,70.67,12.41,0.0264,3994.5357,0.9100
165,337920,75.62,12.94,0.0189,4977.7220,0.8792
166,339968,79.26,12.70,0.0314,4513.1962,0.8944
167,342016,74.48,12.57,0.0276,4948.0793,0.8478
168,344064,82.17,12.80,0.0356,5382.9011,0.9006
169,346112,75.02,12.57,0.0185,4745.7699,0.8819
170,348160,74.35,12.81,0.0425,4532.2100,0.8207
171,350208,71.01,12.50,0.0239,5518.0060,0.7302
172,352256,89.21,13.11,0.0286,5761.7878,0.6790
173,354304,82.10,12.87,0.0229,5381.0099,0.5964
174,356352,75.41,12.59,0.0132,5655.1705,0.6701
175,358400,78.82,12.99,0.0220,6083.1513,0.6864
176,360448,82.15,12.85,0.0317,5958.1193,0.7087
177,362496,87.63,13.30,0.0195,6180.6032,0.6968
178,364544,65.85,12.02,0.0179,4386.5097,0.7762
179,366592,75.40,12.37,0.0227,4557.2033,0.7430
180,368640,81.61,13.26,0.0149,4456.5567,0.8014
181,370688,77.50,12.65,0.0234,5260.8748,0.7657
182,372736,87.01,13.66,0.0422,6552.9970,0.6867
183,374784,73.82,12.54,0.0186,5591.6673,0.6190
184,376832,79.74,12.95,0.0245,4561.3271,0.6467
185,378880,69.71,12.45,0.0564,3487.7810,0.6473
186,380928,77.81,12.72,0.0395,5114.7631,0.4858
187,382976,87.49,13.52,0.0192,5079.4641,0.5157
188,385024,73.51,12.59,0.0085,5803.7702,0.5727
189,387072,91.09,13.18,0.0048,5342.1027,0.6334
190,389120,85.74,13.19,0.0050,5649.0007,0.7428
191,391168,84.88,13.42,0.0055,5279.8850,0.8256
192,393216,78.52,13.00,0.0077,5651.3121,0.8298
193,395264,86.90,13.57,0.0166,5676.0585,0.7873
194,397312,84.96,13.24,0.0130,5262.7135,0.8617
195,399360,86.76,13.42,0.0131,5126.8239,0.7818
196,401408,76.30,13.06,0.0125,4744.2033,0.8500
197,403456,78.23,12.90,0.0296,5112.6147,0.8712
198,405504,77.00,12.68,0.0070,4583.9920,0.8667
199,407552,92.38,13.59,0.0163,6322.1881,0.8792
200,409600,83.33,13.26,0.0103,4527.2232,0.9463
201,411648,99.66,13.88,0.0138,6910.7740,0.9231
202,413696,82.48,13.30,0.0114,5722.4090,0.9664
203,415744,80.09,12.88,0.0129,6485.3144,0.8909
204,417792,82.81,13.19,0.0109,5372.2152,0.8334
205,419840,80.52,13.07,0.0242,4987.9042,0.7865
206,421888,73.15,12.42,0.0210,4701.9534,0.8048
207,423936,87.82,13.64,0.0202,5499.3003,0.7175
208,425984,88.09,13.74,0.0127,5065.6943,0.7624
209,428032,88.29,13.40,0.0414,4494.6936,0.7249
210,430080,84.17,13.15,0.0100,4189.3629,0.7419
211,432128,66.31,11.95,0.0070,3914.8311,0.7694
212,434176,75.80,12.71,0.0205,4889.3119,0.7266
213,436224,106.08,14.59,0.0172,6423.3038,0.7482
214,438272,97.35,13.78,0.0208,6271.6684,0.7145
215,440320,75.79,12.93,0.0244,5451.1759,0.7942
216,442368,72.55,12.89,0.0116,4308.8234,0.8204
217,444416,96.50,13.57,0.0217,6990.8276,0.7619
218,446464,85.82,13.41,0.0145,5770.9665,0.6870
219,448512,96.23,13.90,0.0084,9001.6777,0.7388
220,450560,81.44,13.32,0.0134,4838.9081,0.7567
221,452608,76.26,12.66,0.0100,5392.9500,0.7616
222,454656,87.66,13.58,0.0172,4997.1958,0.7693
223,456704,81.70,13.36,0.0148,5552.8552,0.7910
224,458752,90.47,13.89,0.0298,6033.8692,0.7623
225,460800,84.93,13.08,0.0139,5897.3714,0.7721
226,462848,97.43,14.35,0.0062,5843.0712,0.7505
227,464896,83.59,13.42,0.0107,4846.5944,0.7763
228,466944,81.74,13.27,0.0144,5638.5817,0.7145
229,468992,85.83,13.58,0.0191,5342.9506,0.7514
230,471040,92.64,13.56,0.0088,6311.5564,0.7487
231,473088,82.61,13.43,0.0125,4865.3819,0.7662
232,475136,81.20,13.19,0.0118,5451.6451,0.7425
233,477184,80.86,13.30,0.0194,5041.6980,0.8077
234,479232,87.60,13.49,0.0176,6609.6550,0.8434
235,481280,92.94,14.31,0.0070,6415.9622,0.7889
236,483328,80.80,13.40,0.0037,5681.2522,0.8279
237,485376,84.53,13.68,0.0144,4974.9953,0.9060
238,487424,83.75,13.28,0.0070,5731.5222,0.9092
239,489472,77.51,13.09,0.0026,5047.8870,0.9556
240,491520,76.82,13.09,0.0182,4333.8749,0.9167
241,493568,88.57,13.50,0.0125,5033.4160,0.8386
242,495616,81.67,13.33,0.0107,5301.7245,0.8737
243,497664,99.59,14.63,0.0215,5580.8654,0.7967
244,499712,83.12,13.73,0.0149,7403.2902,0.8546
245,501760,86.66,13.13,0.0056,5403.1413,0.8414
246,503808,86.75,13.33,0.0093,5940.3383,0.8982
247,505856,92.36,13.80,0.0159,6031.7925,0.9346
248,507904,87.30,13.41,0.0130,5804.0537,0.8863
249,509952,79.46,12.93,0.0141,4826.4877,0.9518
250,512000,93.42,14.00,0.0094,5763.7636,0.8383
251,514048,80.06,13.17,0.0204,5444.9189,0.8921
252,516096,91.92,13.83,0.0210,6066.0859,0.8060
253,518144,89.87,13.99,0.0235,5416.0229,0.8778
254,520192,89.39,14.04,0.0150,5314.6973,0.8345
255,522240,83.99,13.75,0.0109,4354.6170,0.8931
256,524288,82.28,13.22,0.0186,5052.6432,0.9527
257,526336,81.05,13.26,0.0447,4736.8477,0.8850
258,528384,93.15,14.00,0.0103,6955.8112,0.7822
259,530432,83.72,13.36,0.0112,5963.9940,0.7928
260,532480,82.02,13.60,0.0176,4821.2301,0.8603
261,534528,89.99,13.85,0.0188,5334.1649,0.8723
262,536576,103.62,14.38,0.0256,7159.7444,0.8540
263,538624,86.28,13.62,0.0145,5939.5130,0.8802
264,540672,88.77,13.43,0.0205,5614.5293,0.8667
265,542720,81.45,13.17,0.0261,4825.1128,0.8778
266,544768,78.29,13.13,0.0228,4257.3147,0.9799
267,546816,94.99,14.00,0.0253,5043.7189,0.9556
268,548864,78.16,12.94,0.0194,3606.9878,1.0697
269,550912,82.19,13.05,0.0247,4662.3516,0.9208
270,552960,83.26,13.04,0.0247,4798.1022,0.9663
271,555008,81.99,13.17,0.0358,4942.4225,0.9426
272,557056,89.37,13.47,0.0227,6260.8093,0.9807
273,559104,80.72,13.35,0.0177,4051.3325,1.0650
274,561152,87.35,13.19,0.0202,4494.3422,0.9840
275,563200,86.92,13.40,0.0271,6058.1096,0.9478
276,565248,77.08,12.97,0.0123,4291.1282,1.0296
277,567296,98.83,13.87,0.0169,5184.6750,0.9628
278,569344,91.57,13.82,0.0334,4486.3272,1.0168
279,571392,87.68,13.10,0.0214,6597.2371,0.9828
280,573440,99.15,14.53,0.0192,4864.5295,0.9380
281,575488,75.43,12.50,0.0194,5354.4246,0.9478
282,577536,82.23,12.76,0.0226,5380.7044,0.9393
283,579584,79.13,12.94,0.0155,4059.6002,0.9215
284,581632,82.85,13.30,0.0396,4780.5876,0.9164
285,583680,81.81,13.28,0.0154,5911.0949,0.8827
286,585728,82.45,13.22,0.0186,4695.5395,0.9287
287,587776,77.93,12.84,0.0263,3740.0539,0.9407
288,589824,91.49,13.77,0.0243,4552.6619,0.8519
289,591872,93.41,14.07,0.0520,5687.9143,0.8269
290,593920,79.48,13.27,0.0215,5388.2699,0.8628
291,595968,81.51,12.93,0.0276,4421.6855,0.8654
292,598016,81.66,13.18,0.0212,5775.4910,0.8697
293,600064,86.33,13.33,0.0082,7095.3223,0.9339
294,602112,84.31,13.37,0.0082,5520.6272,0.9134
295,604160,82.93,13.41,0.0205,4693.4166,0.9051
296,606208,82.77,13.24,0.0254,4831.8730,0.9047
297,608256,82.31,13.17,0.0062,4573.2588,0.8992
298,610304,89.20,13.57,0.0171,5900.5906,0.8610
299,612352,85.31,13.26,0.0109,5470.8101,0.8696
300,614400,86.22,13.25,0.0228,5718.7103,0.9341
301,616448,82.97,13.30,0.0216,6689.5729,1.0009
302,618496,78.00,13.01,0.0170,5557.3461,1.0203
303,620544,70.28,12.04,0.0116,4472.2000,1.1037
304,622592,89.55,13.44,0.0239,6206.4195,1.0106
305,624640,86.42,13.61,0.0187,5675.8190,1.0972
306,626688,96.22,14.28,0.0403,5552.3101,1.0112
307,628736,85.33,13.10,0.0099,6041.7005,1.0236
308,630784,74.51,12.84,0.0085,4891.3779,1.0351
309,632832,91.01,13.35,0.0141,5824.1741,1.0362
310,634880,99.69,13.63,0.0178,7359.3651,1.0421
311,636928,81.27,13.30,0.0210,4979.6775,1.0902
312,638976,77.06,12.94,0.0085,3997.6888,1.0770
313,641024,90.60,13.80,0.0159,5299.9130,1.0722
314,643072,103.28,14.34,0.0164,6410.1587,1.0333
315,645120,81.73,12.96,0.0056,5235.5813,1.0988
316,647168,97.33,14.46,0.0146,5995.3391,1.0062
317,649216,80.31,13.28,0.0086,5057.0412,1.1013
318,651264,80.32,12.71,0.0112,5820.8158,1.0749
319,653312,90.87,14.04,0.0181,6203.0165,1.0244
320,655360,79.77,12.91,0.0098,5503.9006,1.0807
321,657408,90.82,13.79,0.0133,6017.7344,0.9970
322,659456,96.78,14.19,0.0087,5242.5343,1.0210
323,661504,76.44,12.65,0.0124,5745.2935,1.0960
324,663552,72.99,12.38,0.0024,5729.5306,1.0777
325,665600,78.87,12.75,0.0150,4354.2243,1.1165
326,667648,92.50,13.68,0.0230,5602.8354,1.0603
327,669696,94.67,13.36,0.0357,7489.2377,1.1056
328,671744,86.41,13.31,0.0290,6403.4820,0.9746
329,673792,75.69,13.07,0.0394,5094.6260,1.0222
330,675840,76.39,12.90,0.0191,5152.3833,1.0080
331,677888,90.78,13.35,0.0091,7812.6388,0.9703
332,679936,86.35,13.41,0.0241,5091.4701,0.9521
333,681984,86.36,13.52,0.0083,5738.7364,0.9097
334,684032,83.89,13.48,0.0094,4915.3085,0.9706
335,686080,81.13,13.40,0.0106,4260.3907,1.0164
336,688128,84.14,13.21,0.0187,5064.5180,0.9688
337,690176,79.72,13.16,0.0323,4552.6928,0.9863
338,692224,77.58,12.75,0.0205,6658.5273,0.9353
339,694272,99.17,13.96,0.0142,6813.6429,0.8969
340,696320,72.57,12.79,0.0158,5266.3438,0.9895
341,698368,80.35,13.19,0.0070,4396.2951,0.9507
342,700416,82.16,13.08,0.0130,3952.0900,0.8794
343,702464,81.49,13.27,0.0109,4191.3588,0.9053
344,704512,82.80,12.87,0.0079,4352.7410,0.9468
345,706560,89.59,13.86,0.0085,4272.6328,0.8862
346,708608,97.23,14.08,0.0093,5439.6261,0.8614
347,710656,99.57,14.32,0.0080,7497.1535,0.8152
348,712704,80.61,12.82,0.0119,6177.7582,0.8190
349,714752,90.87,13.89,0.0098,6528.1655,0.8009
350,716800,78.55,12.76,0.0350,5830.5162,0.8598
351,718848,98.31,14.37,0.0219,4867.6220,0.8438
352,720896,85.61,13.80,0.0194,4777.9331,0.8762
353,722944,84.79,13.33,0.0040,4620.2097,0.9333
354,724992,84.34,13.70,0.0160,4878.9251,1.0373
355,727040,75.92,12.84,0.0160,4940.9671,1.0718
356,729088,83.17,13.11,0.0183,5318.6378,1.0767
357,731136,86.71,13.49,0.0102,5485.8145,1.0142
358,733184,79.46,12.81,0.0173,5310.1291,1.0449
359,735232,75.82,12.99,0.0223,5257.4232,0.9967
360,737280,81.92,13.20,0.0313,5007.1726,0.9838
361,739328,80.18,13.30,0.0291,5836.7594,0.9486
362,741376,82.28,13.07,0.0168,4831.0406,1.0193
363,743424,81.46,13.06,0.0224,5036.7343,0.9781
364,745472,93.20,14.11,0.0233,6350.3752,0.8616
365,747520,81.92,13.24,0.0027,6446.1537,0.9819
366,749568,93.15,13.77,0.0165,6604.9329,0.9796
367,751616,90.20,13.62,0.0155,6263.4899,0.9940
368,753664,87.59,13.48,0.0203,5741.2458,0.9916
369,755712,82.21,13.35,0.0287,4468.4829,1.0033
370,757760,78.94,13.28,0.0433,4579.7337,0.9295
371,759808,89.12,13.85,0.0336,4308.2527,0.9168
372,761856,104.08,14.39,0.0311,9430.1484,0.8908
373,763904,94.15,13.79,0.0176,5937.5314,0.9194
374,765952,90.10,13.55,0.0312,6929.0684,0.8752
375,768000,97.00,14.04,0.0282,6204.6749,0.8495
376,770048,82.94,13.12,0.0162,6054.6996,0.8028
377,772096,85.04,13.39,0.0239,5293.8052,0.8040
378,774144,88.55,13.70,0.0248,4918.5726,0.8225
379,776192,94.80,13.94,0.0110,5886.5808,0.7744
380,778240,84.52,13.49,0.0394,5253.7091,0.8194
381,780288,92.88,14.36,0.0184,4730.9978,0.7994
382,782336,106.69,14.33,0.0340,7849.4038,0.7514
383,784384,99.44,14.33,0.0100,6705.5170,0.7897
384,786432,102.41,14.12,0.0086,6576.4536,0.8033
385,788480,102.08,14.17,0.0196,7104.0991,0.7674
386,790528,98.74,14.25,0.0058,9844.8871,0.8157
387,792576,88.53,13.97,0.0114,5655.8180,0.8094
388,794624,90.90,14.13,0.0106,5586.9323,0.8835
389,796672,99.52,14.09,0.0198,7497.2659,0.8368
390,798720,92.54,13.67,0.0128,6642.8559,0.7803
391,800768,95.03,14.26,0.0147,6110.5770,0.8264
392,802816,92.20,14.26,0.0130,6980.0350,0.8697
393,804864,91.83,13.72,0.0056,6326.7327,0.9545
394,806912,90.07,13.51,0.0170,5370.8888,0.9223
395,808960,103.73,13.77,0.0155,7753.3667,0.7664
396,811008,88.73,13.91,0.0185,7706.1841,0.8007
397,813056,82.35,13.70,0.0226,4372.2778,0.8213
398,815104,96.57,13.90,0.0199,5788.9364,0.8038
399,817152,94.21,13.89,0.0223,6797.3258,0.7564
400,819200,101.50,14.40,0.0114,7486.4385,0.7604
401,821248,101.58,14.50,0.0334,7477.9896,0.7049
402,823296,107.58,14.96,0.0302,7926.1419,0.6697
403,825344,101.48,14.79,0.0145,6974.2492,0.6966
404,827392,99.87,14.06,0.0250,7831.9131,0.7385
405,829440,101.79,14.71,0.0197,6671.8961,0.6239
406,831488,95.18,14.24,0.0180,6285.5597,0.6575
407,833536,107.95,15.13,0.0153,6642.1281,0.6052
408,835584,109.17,15.38,0.0156,6664.2470,0.5867
409,837632,97.39,14.39,0.0181,7038.7778,0.6479
410,839680,108.45,15.08,0.0200,8136.4975,0.5245
411,841728,99.74,14.39,0.0113,7607.2302,0.5537
412,843776,105.03,14.52,0.0172,7839.4642,0.5623
413,845824,93.87,14.25,0.0118,5099.4498,0.6418
414,847872,99.54,14.53,0.0110,6986.9719,0.6258
415,849920,105.09,14.73,0.0043,6183.6834,0.6470
416,851968,99.63,14.48,0.0125,6327.6790,0.6453
417,854016,101.05,14.59,0.0132,6257.6748,0.7066
418,856064,91.64,14.10,0.0074,5753.0846,0.7357
419,858112,97.24,14.49,0.0148,5406.9399,0.6825
420,860160,101.57,14.59,0.0215,5895.4701,0.6497
421,862208,97.78,14.29,0.0175,6777.8558,0.6503
422,864256,107.50,14.86,0.0075,7723.5343,0.6725
423,866304,103.77,14.41,0.0070,7658.4949,0.6876
424,868352,102.64,14.70,0.0154,6782.8021,0.6978
425,870400,108.80,14.36,0.0116,9493.7144,0.7756
426,872448,98.40,14.19,0.0116,6351.9447,0.7787
427,874496,100.15,14.46,0.0154,7809.5235,0.7409
428,876544,97.71,14.49,0.0117,7125.6727,0.7785
429,878592,97.19,14.46,0.0179,6580.5473,0.7326
430,880640,96.22,14.71,0.0218,6852.4804,0.7196
431,882688,108.02,14.88,0.0197,5478.0474,0.7629
432,884736,105.83,14.76,0.0238,6503.0125,0.7109
433,886784,113.90,15.62,0.0107,7959.2772,0.6031
434,888832,109.62,15.11,0.0098,8261.3946,0.6572
435,890880,102.93,14.85,0.0225,8105.9811,0.6317
436,892928,117.53,15.24,0.0220,8039.1558,0.6827
437,894976,89.33,14.34,0.0157,5116.3328,0.7030
438,897024,93.54,14.13,0.0196,6263.7581,0.7263
439,899072,95.25,14.29,0.0166,5655.7339,0.6617
440,901120,101.84,14.84,0.0114,6073.1045,0.6198
441,903168,108.38,14.81,0.0123,6883.1704,0.6779
442,905216,92.51,14.00,0.0114,5716.3295,0.7278
443,907264,114.91,15.53,0.0227,7282.1878,0.6185
444,909312,92.19,14.35,0.0208,6003.6783,0.7262
445,911360,103.98,14.48,0.0167,6601.1932,0.7481
446,913408,100.79,14.40,0.0218,7921.6820,0.7354
447,915456,97.84,14.76,0.0068,8065.1909,0.7475
448,917504,106.89,15.06,0.0109,7616.5531,0.7304
449,919552,106.82,15.09,0.0121,6849.8248,0.7187
450,921600,97.40,14.30,0.0245,7505.5175,0.6978
451,923648,107.42,15.08,0.0233,6738.2181,0.6697
452,925696,97.76,14.50,0.0075,6947.6992,0.6730
453,927744,113.95,15.44,0.0136,6176.2568,0.6678
454,929792,91.02,13.93,0.0150,6554.1737,0.7354
455,931840,86.98,13.83,0.0201,5426.1985,0.7562
456,933888,106.91,14.92,0.0245,6086.2015,0.6420
457,935936,101.72,14.71,0.0384,6048.5092,0.7012
458,937984,96.29,14.44,0.0253,7275.5569,0.7195
459,940032,107.72,15.06,0.0245,7825.7906,0.5831
460,942080,105.62,15.06,0.0162,6199.5459,0.6202
461,944128,91.89,14.36,0.0179,5722.1119,0.6016
462,946176,110.58,15.26,0.0152,6330.6932,0.6132
463,948224,104.11,14.68,0.0159,6604.3127,0.5675
464,950272,98.52,13.90,0.0089,6456.1652,0.5659
465,952320,84.55,13.71,0.0178,5395.8136,0.6195
466,954368,101.09,14.73,0.0124,5930.7228,0.5785
467,956416,100.46,14.43,0.0107,6018.9925,0.5397
468,958464,94.77,14.47,0.0145,6198.8745,0.5301
469,960512,110.81,15.42,0.0175,6242.2057,0.5078
470,962560,99.43,14.23,0.0138,6609.5244,0.5126
471,964608,102.78,14.59,0.0177,6099.9507,0.5363
472,966656,91.66,14.08,0.0166,4676.9515,0.5818
473,968704,92.46,13.96,0.0218,5016.6776,0.6466
474,970752,98.67,14.29,0.0162,6879.6237,0.7240
475,972800,104.91,14.65,0.0111,6334.9271,0.6630
476,974848,99.59,14.28,0.0159,6286.7176,0.6532
477,976896,105.15,14.79,0.0179,6540.2463,0.5859
478,978944,90.93,14.20,0.0119,5992.9100,0.6755
479,980992,106.00,14.67,0.0136,5888.2119,0.6483
480,983040,113.86,15.25,0.0156,7021.0728,0.5971
