rollout,total_steps,avg_score,avg_steps,policy_loss,value_loss,entropy
128,262144,65.30,11.98,0.0254,3431.0624,1.5939
129,264192,62.26,11.68,0.0237,2939.9583,1.6370
130,266240,65.74,11.55,0.0358,3398.0287,1.7023
131,268288,54.58,10.97,0.0239,2912.2029,1.6984
132,270336,57.68,11.34,0.0148,2975.9907,1.6230
133,272384,68.50,12.10,0.0257,3530.9045,1.5928
134,274432,59.76,11.39,0.0197,3367.5679,1.5824
135,276480,59.91,11.28,0.0167,3719.7852,1.6590
136,278528,57.53,11.38,0.0104,2860.9604,1.6900
137,280576,57.51,11.36,0.0289,2697.6558,1.7284
138,282624,53.89,10.96,0.0233,4519.8741,1.7195
139,284672,54.72,10.97,0.0182,3867.7305,1.7902
140,286720,65.96,12.07,0.0077,3456.5590,1.7455
141,288768,71.77,12.03,0.0171,4729.9589,1.6501
142,290816,72.23,12.40,0.0091,4519.3670,1.7076
143,292864,64.06,11.67,0.0128,4138.6757,1.6459
144,294912,70.90,12.13,0.0195,4493.4322,1.6752
145,296960,63.79,11.66,0.0165,3625.7339,1.7172
146,299008,64.43,11.71,0.0176,3497.2047,1.7634
147,301056,60.56,11.39,0.0255,3523.4923,1.7139
148,303104,60.93,11.51,0.0043,3035.7610,1.7522
149,305152,63.47,11.81,0.0159,3158.3361,1.7582
150,307200,63.92,11.34,0.0120,2728.2170,1.8039
151,309248,61.65,11.20,0.0077,3672.2155,1.8695
152,311296,55.06,10.94,0.0073,2951.6110,1.8456
153,313344,63.49,11.68,0.0126,3054.0078,1.7700
154,315392,57.10,11.26,0.0163,2293.7921,1.8005
155,317440,63.42,11.46,0.0243,2858.8160,1.7198
156,319488,65.48,11.94,0.0093,3196.8434,1.6787
157,321536,59.55,11.05,0.0271,2731.3196,1.6240
158,323584,60.93,11.34,0.0270,3837.8137,1.7532
159,325632,60.17,11.09,0.0206,3254.3061,1.7477
160,327680,67.12,12.03,0.0140,3058.2903,1.7402
161,329728,72.02,12.32,0.0103,4304.6576,1.7562
162,331776,70.85,12.64,0.0196,4716.7893,1.8224
163,333824,64.26,11.73,0.0294,3536.6939,1.8502
164,335872,65.87,11.89,0.0145,3679.1632,1.8598
165,337920,60.63,11.48,0.0092,3352.3218,1.8371
166,339968,61.99,11.50,0.0275,3371.5082,1.8709
167,342016,59.94,11.24,0.0144,3008.7505,1.8329
168,344064,66.68,11.84,0.0201,3789.2047,1.8345
169,346112,60.29,11.94,0.0308,4128.7671,1.7772
170,348160,56.71,11.43,0.0222,3447.8307,1.8987
171,350208,57.32,10.96,0.0107,3944.4854,1.8808
172,352256,62.29,11.19,0.0133,3309.0178,1.8035
173,354304,63.87,11.86,0.0234,2829.6061,1.8730
174,356352,59.89,11.46,0.0274,3474.3332,1.8761
175,358400,60.64,11.56,0.0204,3330.5957,1.9401
176,360448,53.57,10.88,0.0155,2968.6189,2.0047
177,362496,71.31,12.28,0.0106,3564.4397,1.8481
178,364544,64.21,11.74,0.0147,4195.8325,1.8976
179,366592,60.93,11.77,0.0121,3505.0217,1.9414
180,368640,61.52,11.63,0.0145,4573.2675,1.9561
181,370688,74.93,12.33,0.0093,3786.4043,1.8752
182,372736,64.93,11.71,0.0017,3259.1909,1.9180
183,374784,66.59,12.02,0.0100,3592.7349,1.8202
184,376832,59.60,11.39,0.0075,3679.7551,1.8547
185,378880,63.71,11.74,0.0117,2999.0551,1.8860
186,380928,61.73,11.35,0.0116,3535.6354,1.9381
187,382976,60.14,11.43,0.0063,3034.5872,1.9110
188,385024,60.41,11.25,0.0155,3101.4656,1.9433
189,387072,60.35,11.57,0.0142,3085.0852,1.9485
190,389120,71.31,12.20,0.0168,3796.9808,1.8874
191,391168,70.00,12.02,0.0192,4422.5691,1.8450
192,393216,65.50,11.64,0.0113,4575.7602,1.8350
193,395264,61.20,11.44,0.0175,3876.2041,1.8339
194,397312,63.26,11.66,0.0122,3654.8207,1.8183
195,399360,73.37,12.43,0.0093,4118.9980,1.7751
196,401408,66.25,11.83,0.0139,4974.8657,1.7683
197,403456,61.83,11.69,0.0128,3259.0198,1.8073
198,405504,64.97,11.88,0.0143,3185.7631,1.7170
199,407552,74.18,12.06,0.0060,3972.4684,1.7057
200,409600,59.32,11.79,0.0190,3619.6057,1.7212
201,411648,72.15,12.22,0.0175,3941.7535,1.6912
202,413696,65.33,11.78,0.0135,4110.4946,1.7658
203,415744,64.39,11.66,0.0002,3753.2787,1.7390
204,417792,60.97,11.33,0.0123,3537.6965,1.7361
205,419840,76.79,12.88,0.0189,3378.0886,1.7029
206,421888,77.15,12.56,0.0125,3843.1957,1.7033
207,423936,67.86,11.86,0.0046,3587.5083,1.7451
208,425984,64.02,11.41,0.0140,2985.9845,1.8184
209,428032,72.29,11.91,0.0114,4736.4060,1.7691
210,430080,56.58,11.27,0.0094,2661.5446,1.8716
211,432128,66.71,11.81,0.0042,2999.7749,1.8093
212,434176,75.35,11.92,0.0111,5492.1575,1.7642
213,436224,62.23,11.79,0.0133,4090.3638,1.7933
214,438272,65.00,12.13,0.0094,3054.0590,1.8417
215,440320,70.13,11.65,0.0101,4440.9504,1.8385
216,442368,61.23,11.66,0.0302,3039.9102,1.8392
217,444416,64.88,11.87,0.0294,4056.9469,1.7927
218,446464,66.97,12.15,0.0141,3066.9651,1.7721
219,448512,64.28,11.88,0.0113,3142.6315,1.7124
220,450560,62.59,11.88,0.0168,3073.1000,1.7165
221,452608,66.26,11.83,0.0249,4210.1541,1.7399
222,454656,67.04,11.99,0.0186,3308.4755,1.6209
223,456704,65.40,11.89,0.0359,3829.9094,1.6424
224,458752,57.35,11.22,0.0025,3424.9825,1.7336
225,460800,61.73,11.33,0.0194,3538.1675,1.7030
226,462848,69.67,11.70,0.0115,4357.1628,1.6193
227,464896,73.22,12.30,0.0141,4223.7192,1.6534
228,466944,62.10,11.47,0.0256,3967.9868,1.6620
229,468992,68.14,12.41,0.0127,3128.0421,1.5556
230,471040,72.37,12.53,0.0151,3222.8940,1.5423
231,473088,80.95,12.89,0.0239,5491.8306,1.4729
232,475136,60.46,11.61,0.0299,3659.8632,1.6565
233,477184,71.87,12.76,0.0143,4385.0171,1.5811
234,479232,69.41,12.51,0.0216,3704.0548,1.5783
235,481280,69.79,12.24,0.0081,3481.8161,1.6110
236,483328,73.02,12.37,0.0211,4195.0264,1.5962
237,485376,73.21,12.60,0.0115,4127.7740,1.5886
238,487424,74.05,12.28,0.0050,5661.9050,1.7142
239,489472,68.07,11.80,0.0263,3942.5928,1.6860
240,491520,73.59,12.66,0.0082,3935.2872,1.6667
241,493568,65.90,12.05,0.0118,4082.0709,1.7138
242,495616,79.82,13.04,0.0062,3873.6989,1.7107
243,497664,67.80,11.83,0.0069,3943.5020,1.7803
244,499712,64.96,11.81,0.0084,3538.4727,1.7692
245,501760,68.06,12.05,0.0134,4578.3242,1.7514
246,503808,64.66,11.75,0.0185,3750.8589,1.6741
247,505856,64.82,11.62,0.0175,3898.6150,1.7208
248,507904,69.59,12.08,0.0250,3657.4858,1.7273
249,509952,70.36,12.14,0.0056,3984.4585,1.7277
250,512000,72.62,12.35,0.0093,3958.3873,1.6451
251,514048,85.04,13.35,0.0222,5239.9660,1.5490
252,516096,65.48,12.26,0.0279,4230.7320,1.6295
253,518144,69.91,11.89,0.0313,5750.5704,1.6490
254,520192,71.82,12.18,0.0203,5871.1693,1.6483
255,522240,68.96,12.33,0.0216,4608.7488,1.6212
256,524288,80.12,12.89,0.0159,4880.8366,1.6192
257,526336,79.97,12.98,0.0231,4383.2717,1.5600
258,528384,62.68,11.81,0.0100,3291.6007,1.6514
259,530432,61.76,11.63,0.0333,3160.6695,1.6864
260,532480,66.29,12.29,0.0133,3123.6417,1.6033
261,534528,67.74,12.27,0.0257,3296.9183,1.6297
262,536576,68.29,12.10,0.0167,3467.5207,1.5733
263,538624,69.46,12.20,0.0089,3639.6931,1.6515
264,540672,66.01,12.19,0.0084,3187.1064,1.6796
265,542720,70.94,12.25,0.0216,4104.6285,1.7403
266,544768,66.66,11.95,0.0231,3913.6117,1.7050
267,546816,68.18,12.29,0.0155,4175.0098,1.6382
268,548864,69.50,12.20,0.0201,4256.0444,1.6023
269,550912,62.03,11.68,0.0170,3767.1126,1.6258
270,552960,68.65,12.29,0.0229,4501.5172,1.5323
271,555008,68.60,12.48,0.0365,3460.2010,1.5828
272,557056,65.17,11.35,0.0204,3705.3917,1.6316
273,559104,72.27,12.50,0.0176,3931.0071,1.6503
274,561152,74.61,12.34,0.0145,4325.5057,1.6413
275,563200,70.14,12.10,0.0094,3875.4011,1.6451
276,565248,68.29,12.39,0.0300,3763.9387,1.5090
277,567296,79.63,12.71,0.0173,4942.4956,1.3664
278,569344,69.81,12.34,0.0230,4276.6267,1.4505
279,571392,73.01,12.36,0.0195,4686.4919,1.3624
280,573440,67.77,12.03,0.0156,6103.2848,1.3579
281,575488,70.26,12.15,0.0230,4392.5092,1.4150
282,577536,72.98,12.53,0.0172,4388.3510,1.3448
283,579584,70.15,12.07,0.0225,3734.3931,1.4389
284,581632,68.15,12.21,0.0082,3452.8654,1.4748
285,583680,70.49,12.18,0.0256,4462.4773,1.3844
286,585728,72.90,12.50,0.0109,4467.5183,1.4800
287,587776,78.96,13.04,0.0249,4840.5049,1.4382
288,589824,72.03,12.25,0.0230,4401.9582,1.6122
289,591872,62.05,11.48,0.0161,4085.3041,1.6260
290,593920,68.41,12.16,0.0119,4572.7388,1.4906
291,595968,66.77,11.97,0.0152,3482.9535,1.6002
292,598016,68.64,12.12,0.0053,3707.0751,1.5373
293,600064,76.27,12.77,0.0059,4080.2119,1.4909
294,602112,67.13,12.12,0.0169,4104.3306,1.5961
295,604160,75.04,12.39,0.0118,4748.9574,1.5483
296,606208,61.33,11.58,0.0098,4474.6466,1.6232
297,608256,66.49,12.05,0.0175,6275.3040,1.6697
298,610304,80.12,12.31,0.0028,4855.3861,1.6337
299,612352,69.51,12.11,0.0192,4492.5930,1.6760
300,614400,65.96,12.19,0.0123,4212.5823,1.7127
301,616448,70.58,11.73,0.0140,3975.9290,1.7523
302,618496,68.93,11.97,0.0126,4009.3974,1.8022
303,620544,72.81,12.33,0.0108,3868.1178,1.7997
304,622592,73.65,12.26,0.0121,4867.9715,1.7410
305,624640,71.47,11.89,0.0169,3893.0479,1.7833
306,626688,64.21,11.72,0.0299,4950.9340,1.7988
307,628736,69.97,12.16,0.0230,5603.3226,1.7774
308,630784,67.46,11.81,0.0235,4285.4897,1.8241
309,632832,66.22,12.16,0.0207,3693.2094,1.8146
310,634880,75.29,12.73,0.0262,3874.0019,1.7771
311,636928,59.64,11.71,0.0134,2778.1014,1.8439
312,638976,65.40,11.93,0.0310,3322.9220,1.7018
313,641024,69.43,12.06,0.0198,4890.8579,1.6706
314,643072,77.30,13.11,0.0212,3955.1747,1.7078
315,645120,66.94,12.11,0.0222,3669.8464,1.6729
316,647168,70.29,12.35,0.0190,3775.1755,1.6265
317,649216,75.34,12.67,0.0232,3577.6259,1.6173
318,651264,67.54,11.68,0.0425,4059.8797,1.5687
319,653312,70.98,12.47,0.0283,4052.6770,1.6204
320,655360,64.54,11.88,0.0196,4336.3144,1.6003
321,657408,68.15,11.76,0.0324,4137.5751,1.5963
322,659456,73.96,12.47,0.0131,3767.2505,1.4853
323,661504,79.61,12.95,0.0097,4285.0266,1.4355
324,663552,64.17,11.68,0.0225,3809.0783,1.5080
325,665600,75.03,12.53,0.0176,3872.5166,1.4781
326,667648,71.55,12.25,0.0318,3868.2601,1.4413
327,669696,82.25,12.90,0.0208,5078.2313,1.2773
328,671744,63.84,11.32,0.0278,6830.0912,1.4099
329,673792,72.43,12.27,0.0153,4212.3709,1.3299
330,675840,64.39,12.08,0.0256,3504.4721,1.2846
331,677888,88.61,13.35,0.0192,4433.8497,1.2268
332,679936,77.65,12.70,0.0138,5134.1628,1.3037
333,681984,76.33,12.59,0.0109,5001.7666,1.4078
334,684032,65.34,12.06,0.0262,4044.8900,1.4421
335,686080,74.90,12.77,0.0114,4811.4466,1.4145
336,688128,68.83,12.01,0.0201,5544.8889,1.4653
337,690176,72.55,12.79,0.0192,3311.9016,1.6628
338,692224,73.97,12.61,0.0235,4473.9340,1.6821
339,694272,69.37,11.81,0.0324,3890.8171,1.6489
340,696320,68.15,11.79,0.0195,3591.0940,1.5824
341,698368,71.14,12.32,0.0158,3722.9575,1.5111
342,700416,77.22,12.55,0.0097,4372.2554,1.4735
343,702464,84.00,13.12,0.0299,5306.5287,1.4600
344,704512,65.80,12.11,0.0186,4517.8243,1.6116
345,706560,71.10,12.08,0.0125,4832.8488,1.5485
346,708608,69.96,12.03,0.0124,4118.1472,1.5578
347,710656,63.71,12.02,0.0266,4809.5119,1.4461
348,712704,73.60,12.33,0.0225,4793.5498,1.5025
349,714752,71.94,12.36,0.0148,5499.4325,1.5299
350,716800,67.23,11.60,0.0220,5295.4997,1.5228
351,718848,67.62,12.00,0.0353,4549.0695,1.4142
352,720896,63.37,11.86,0.0313,3704.0465,1.5009
353,722944,63.01,11.60,0.0144,4739.7302,1.4360
354,724992,73.38,12.10,0.0119,5191.6757,1.4613
355,727040,59.98,11.43,0.0140,3320.0843,1.4764
356,729088,68.96,12.07,0.0173,4361.2705,1.4145
357,731136,74.60,12.99,0.0076,3665.5611,1.3798
358,733184,66.38,11.99,0.0092,3862.6105,1.4381
359,735232,66.58,11.91,0.0235,3338.3388,1.3855
360,737280,74.82,12.29,0.0360,4351.4168,1.3834
361,739328,76.17,12.66,0.0254,5121.9366,1.2256
362,741376,76.42,12.69,0.0114,4919.7034,1.1802
363,743424,75.35,12.48,0.0251,4404.3836,1.1960
364,745472,78.10,12.89,0.0241,4529.4878,1.1619
365,747520,75.17,12.62,0.0181,4176.8494,1.1852
366,749568,75.16,12.77,0.0183,4269.0418,1.1684
367,751616,62.23,11.79,0.0189,4288.4159,1.2160
368,753664,68.25,11.84,0.0094,4702.3357,1.2330
369,755712,75.23,12.43,-0.0013,5319.9711,1.2049
370,757760,85.28,13.31,0.0061,4873.1668,1.1694
371,759808,83.16,13.15,0.0114,5279.5802,1.2136
372,761856,71.70,12.40,0.0145,6223.4046,1.1949
373,763904,73.66,12.46,0.0098,4704.2013,1.1204
374,765952,79.40,12.84,0.0224,5535.1741,1.1414
375,768000,72.96,12.48,0.0065,5367.8059,1.0566
376,770048,81.76,12.73,0.0190,5344.3401,1.0498
377,772096,71.37,12.37,0.0084,5878.0664,0.9913
378,774144,73.97,12.57,0.0117,5131.2242,1.0386
379,776192,73.71,12.41,0.0201,4358.3861,1.0085
380,778240,76.43,12.56,0.0136,4506.6545,0.9936
381,780288,72.51,12.21,0.0222,4602.5406,1.0651
382,782336,75.11,12.28,0.0179,4570.7180,1.0673
383,784384,84.41,13.39,0.0084,5106.1306,1.0420
384,786432,79.21,12.82,0.0379,4533.7909,1.0193
385,788480,78.28,12.88,0.0238,4843.5500,1.0792
386,790528,74.98,12.65,0.0455,4428.8160,1.1688
387,792576,76.00,12.63,0.0204,4058.2420,1.0663
388,794624,73.66,12.73,0.0182,3592.3782,1.0396
389,796672,74.99,12.85,0.0224,3571.9425,1.0273
390,798720,73.49,12.64,0.0126,4886.7623,1.0877
391,800768,88.32,13.21,0.0051,5416.1964,1.0665
392,802816,71.11,12.06,0.0072,4265.9875,1.1294
393,804864,74.44,12.75,0.0067,4627.6134,1.0876
394,806912,98.97,13.96,0.0188,6268.4400,0.9977
395,808960,84.49,13.18,0.0097,5382.8170,1.1173
396,811008,71.19,12.06,0.0181,4468.3579,1.1627
397,813056,76.67,12.81,0.0253,4314.3315,1.3454
398,815104,87.43,13.49,0.0212,5337.7500,1.2020
399,817152,75.83,12.38,0.0171,5852.3923,1.2378
400,819200,89.00,13.51,0.0132,6274.1975,1.0530
401,821248,78.76,12.50,0.0205,5006.7784,1.0577
402,823296,81.38,12.85,0.0200,5067.0853,1.0896
403,825344,72.60,12.24,0.0168,4426.7331,1.1871
404,827392,81.15,13.28,0.0244,4904.6649,1.1303
405,829440,81.21,12.99,0.0284,4545.3706,1.1302
406,831488,87.84,13.26,0.0314,4994.0648,1.0553
407,833536,79.96,12.90,0.0198,5449.2159,1.1255
408,835584,81.00,13.32,0.0196,4177.0976,1.1267
409,837632,92.28,13.51,0.0216,6101.6608,1.0943
410,839680,86.01,13.04,0.0182,6219.9409,1.1156
411,841728,74.01,12.45,0.0139,4631.9930,1.2290
412,843776,80.18,12.79,0.0208,5980.2096,1.1351
413,845824,73.71,12.65,0.0098,4366.2226,1.1283
414,847872,101.26,13.70,0.0329,6966.6380,1.0306
415,849920,76.62,12.79,0.0126,5419.7767,1.1469
416,851968,78.10,13.01,0.0178,5207.0526,1.1100
417,854016,81.82,13.09,0.0089,4771.6789,1.0943
418,856064,92.23,13.75,0.0126,5731.2876,1.0566
419,858112,79.50,12.85,0.0178,4618.8429,1.0598
420,860160,83.38,12.71,0.0153,4719.3642,1.0916
421,862208,78.74,12.90,0.0187,4437.7108,1.1028
422,864256,78.36,12.24,0.0196,4377.0411,1.1229
423,866304,83.60,12.90,0.0158,5080.2145,1.0591
424,868352,73.92,12.34,0.0186,5499.0507,1.0591
425,870400,87.46,13.77,0.0156,4251.1770,1.1252
426,872448,68.72,11.92,0.0093,4252.7741,1.2002
427,874496,70.85,12.32,0.0122,3200.0310,1.2074
428,876544,78.96,12.59,0.0212,4183.5262,1.1942
429,878592,76.67,12.69,0.0163,4358.2623,1.2355
430,880640,74.47,12.99,0.0108,3645.5718,1.1570
431,882688,77.79,12.57,0.0077,5207.9143,1.1554
432,884736,86.99,13.31,0.0143,6032.3335,1.1172
433,886784,81.70,13.17,0.0075,5001.2648,1.1412
434,888832,68.67,12.57,0.0180,5254.2359,1.1457
435,890880,73.95,12.75,0.0155,5557.2391,1.0808
436,892928,81.34,13.24,0.0191,4815.9915,1.0588
437,894976,71.17,12.44,0.0147,4199.3893,1.1253
438,897024,77.21,12.83,0.0222,4552.3650,1.1455
439,899072,85.96,13.18,0.0330,6027.9082,1.1321
440,901120,88.18,13.68,0.0145,5111.9896,1.0382
441,903168,79.03,12.78,0.0150,4692.6324,1.0871
442,905216,89.44,13.26,0.0137,7544.0871,1.0158
443,907264,82.61,13.23,0.0150,5689.6676,1.0530
444,909312,84.58,12.99,0.0144,5838.6223,1.1253
445,911360,77.38,12.92,0.0120,5057.9195,1.1391
446,913408,85.20,13.32,0.0196,5009.9646,1.1315
447,915456,84.29,12.99,0.0046,4703.9983,1.1949
448,917504,79.86,12.87,0.0250,5170.9892,1.2282
449,919552,92.18,13.65,0.0231,5281.7471,1.0743
450,921600,106.58,14.41,0.0089,7348.1685,1.0927
451,923648,81.56,13.20,0.0162,4699.1468,1.0974
452,925696,88.19,13.60,0.0141,4909.5897,1.1023
453,927744,81.17,13.14,0.0143,5290.3461,1.1381
454,929792,80.33,12.83,0.0149,4589.7991,1.1927
455,931840,90.50,13.80,0.0120,5606.7112,1.0463
456,933888,76.40,12.89,0.0190,4649.4180,1.0454
457,935936,94.49,14.05,0.0113,5729.7006,1.0080
458,937984,83.02,13.09,0.0167,5668.8965,1.0294
459,940032,87.90,13.63,0.0089,5338.3765,1.0772
460,942080,87.51,13.75,0.0118,5395.4161,1.1057
461,944128,78.53,12.88,0.0173,3988.9877,1.0529
462,946176,97.05,13.84,0.0136,4939.9058,0.9769
463,948224,77.53,12.57,0.0073,7988.2774,1.0168
464,950272,96.04,14.06,0.0069,6862.9659,0.9795
465,952320,89.72,13.81,0.0165,6474.6522,1.0132
466,954368,81.03,13.09,0.0054,6562.0060,1.1203
467,956416,82.17,13.21,0.0116,4809.0344,1.1496
468,958464,81.62,13.16,0.0158,4538.7810,1.1116
469,960512,82.03,13.24,0.0064,4861.4914,1.1322
470,962560,90.72,13.38,0.0208,5403.5703,1.0677
471,964608,85.16,13.17,0.0238,6518.3820,1.0747
472,966656,87.87,13.49,0.0233,5034.8293,1.1274
473,968704,77.38,12.91,0.0174,4887.7882,1.1661
474,970752,72.39,12.50,0.0198,3877.0603,1.1509
475,972800,78.39,12.69,0.0183,4704.1714,1.0521
476,974848,77.16,12.82,0.0182,4834.2022,1.0906
477,976896,98.31,14.04,0.0109,6149.8278,1.0378
478,978944,84.20,13.38,0.0148,4928.0631,1.0553
479,980992,80.26,13.20,0.0080,5008.6621,0.9519
480,983040,80.57,13.00,0.0093,5146.9588,0.8918
